Sun,19-May,Kan,@Cle,Hou,Tor,Bal,Oak,@Bos,@Ana,@Sea,Tam,@Det,Min,@NYY,StL,@ChW,Sfo,Mil,@Was,Los,@Phi,NYM,@Cin,@Atl,@Fla,Col,@Sdg,Pit,@Ari,@Tex,ChC
Mon,20-May,Min,NYY,@Tor,@Hou,Oak,,ChW,,@Ana,@Bal,@Cle,@Tex,,Sea,Bos,@Sdg,@Sfo,Phi,,,,,,Was,@ChC,,Ari,Atl,,@NYM
Tue,21-May,Min,NYY,@Tor,@Hou,Oak,Fla,ChW,@StL,@Ana,@Bal,@Cle,@Tex,Los,Sea,Bos,@Sdg,@Sfo,Phi,@Mil,@Pit,@Det,@Tam,Cin,Was,@ChC,Col,Ari,Atl,Kan,@NYM
Wed,22-May,Min,NYY,@Tor,@Hou,Oak,Fla,ChW,@StL,@Ana,@Bal,@Cle,@Tex,Los,Sea,Bos,@Sdg,@Sfo,Phi,@Mil,@Pit,@Det,@Tam,Cin,Was,@ChC,Col,Ari,Atl,Kan,@NYM
Thu,23-May,,NYY,@Tor,@Hou,Tam,Fla,ChW,,,@Bal,,,@Cle,,Bos,,@Sfo,Phi,,@Pit,@Det,,,Was,@ChC,Col,,Atl,,@NYM
Fri,24-May,Tex,@Col,@Hou,@Min,Tam,@NYM,Bos,NYY,ChW,@Kan,Sea,@Oak,@Cle,@Ana,Sdg,@Sfo,@StL,Cin,@ChC,Bal,@Was,@Pit,Phi,Det,@Mil,Los,@Tor,Ari,Atl,Fla
Sat,25-May,Tex,@Col,@Hou,@Min,Tam,@NYM,Bos,NYY,ChW,@Kan,Sea,@Oak,@Cle,@Ana,Sdg,@Sfo,@StL,Cin,@ChC,Bal,@Was,@Pit,Phi,Det,@Mil,Los,@Tor,Ari,Atl,Fla
Sun,26-May,Tex,@Col,@Hou,@Min,Tam,@NYM,Bos,NYY,ChW,@Kan,Sea,@Oak,@Cle,@Ana,Sdg,@Sfo,@StL,Cin,@ChC,Bal,@Was,@Pit,Phi,Det,@Mil,Los,@Tor,Ari,Atl,Fla
Mon,27-May,@Oak,Det,Cle,Kan,@Bos,@Bal,ChC,@ChW,Mil,Sdg,Ana,Tex,Tor,@Sea,@Tam,@Col,,@Hou,Pit,Ari,@Was,NYM,@Min,@Los,,@Cin,@NYY,,,Fla
Tue,28-May,@Oak,Det,Cle,Kan,@Bos,@Bal,ChC,@ChW,Mil,Sdg,Ana,Tex,Tor,@Sea,@Tam,@Col,Was,@Hou,Pit,Ari,Sfo,NYM,@Min,@Los,StL,@Cin,@NYY,@Fla,@Phi,@Atl
Wed,29-May,@Oak,Det,Cle,Kan,@Bos,@Bal,ChC,@ChW,,Sdg,Ana,Tex,Tor,@Sea,@Tam,@Col,Was,@Hou,Pit,Ari,Sfo,NYM,,@Los,StL,@Cin,@NYY,@Fla,@Phi,@Atl
Thu,30-May,@Sea,,@NYY,Cle,@ChW,,,@Tex,@Tam,Bos,,Ana,Min,Kan,,@Col,,,,Ari,Sfo,NYM,@Pit,@Los,StL,Mil,,@Fla,@Phi,
Fri,31-May,@Sea,Sfo,@NYY,Cle,@ChW,@Atl,@Oak,@Tex,@Tam,Bos,Hou,Ana,Min,Kan,@Col,NYM,Det,@StL,Was,Tor,@Sdg,Phi,@Pit,@Ari,@Los,Mil,Fla,@Bal,ChC,@Cin
Sat,01-Jun,@Sea,Sfo,@NYY,Cle,@ChW,@Atl,@Oak,@Tex,@Tam,Bos,Hou,Ana,Min,Kan,@Col,NYM,Det,@StL,Was,Tor,@Sdg,Phi,@Pit,@Ari,@Los,Mil,Fla,@Bal,ChC,@Cin
Sun,02-Jun,@Sea,Sfo,@NYY,Cle,@ChW,@Atl,@Oak,@Tex,@Tam,Bos,Hou,Ana,Min,Kan,@Col,NYM,Det,@StL,Was,Tor,@Sdg,Phi,@Pit,@Ari,@Los,Mil,Fla,@Bal,ChC,@Cin
Mon,03-Jun,,,,,,,@Sea,,,,,Hou,,,,Los,,,,,,@Ari,,,@Sdg,,Phi,,,
Tue,04-Jun,Oak,@Tex,@Kan,@Was,Min,Tam,@Sea,Bos,@Cle,@Tor,@Ana,Hou,@Det,Bal,NYY,Los,@Pit,Col,@StL,@ChC,@Mil,@Ari,Fla,Sfo,@Sdg,Atl,Phi,@NYM,Cin,ChW
Wed,05-Jun,Oak,@Tex,@Kan,@Was,Min,Tam,@Sea,Bos,@Cle,@Tor,@Ana,Hou,@Det,Bal,NYY,Los,@Pit,Col,@StL,@ChC,@Mil,@Ari,Fla,Sfo,@Sdg,Atl,Phi,@NYM,Cin,ChW
Thu,06-Jun,Oak,@Tex,@Kan,,Min,Tam,@Sea,Bos,@Cle,@Tor,@Ana,Hou,@Det,Bal,NYY,,@Pit,Col,@StL,@ChC,@Mil,,Fla,Sfo,,Atl,Was,@NYM,Cin,@Sdg
Fri,07-Jun,Sea,@Hou,Tam,@Kan,NYY,Min,Bal,ChW,@Det,@Cle,@Tex,@Ana,@Bos,Oak,Ari,@Tor,@Fla,StL,@Phi,@NYM,Atl,@Sfo,Pit,Col,Cin,@Mil,Was,Los,@ChC,@Sdg
Sat,08-Jun,Sea,@Hou,Tam,@Kan,NYY,Min,Bal,ChW,@Det,@Cle,@Tex,@Ana,@Bos,Oak,Ari,@Tor,@Fla,StL,@Phi,@NYM,Atl,@Sfo,Pit,Col,Cin,@Mil,Was,Los,@ChC,@Sdg
Sun,09-Jun,Sea,@Hou,Tam,@Kan,NYY,Min,Bal,ChW,@Det,@Cle,@Tex,@Ana,@Bos,Oak,Ari,@Tor,@Fla,StL,@Phi,@NYM,Atl,@Sfo,Pit,Col,Cin,@Mil,Was,Los,@ChC,@Sdg
Mon,10-Jun,Los,,Tex,Was,,,,,,NYM,@Tam,,Oak,@Bos,,@Phi,Pit,@Col,,ChC,StL,@Ana,,@NYY,Ari,@Atl,,,@Fla,@ChW
Tue,11-Jun,Los,Tor,Tex,Was,Cin,@Kan,Mil,Det,Sea,NYM,@Tam,@Min,Oak,@Bos,@Bal,@Phi,Pit,@Col,@Cle,ChC,StL,@Ana,@Hou,@NYY,Ari,@Atl,@Sfo,Sdg,@Fla,@ChW
Wed,12-Jun,,Tor,Tex,,Cin,@Kan,Mil,Det,Sea,,@Tam,@Min,Oak,@Bos,@Bal,@Phi,Pit,@Col,@Cle,ChC,StL,,@Hou,,Ari,@Atl,@Sfo,Sdg,@Fla,
Thu,13-Jun,@Tam,Tor,Tex,NYY,,@Kan,,Det,Sea,@ChW,,@Min,Ana,@Bos,@Bal,@Was,Pit,@Los,,Sdg,,ChC,,StL,,@Atl,@Col,,@NYM,Ari
Fri,14-Jun,@Tam,Bos,@Bal,NYY,@Det,Cle,Tor,@Min,Kan,@ChW,Sea,@Oak,Ana,@Cin,@Hou,@Was,Phi,@Los,Tex,Sdg,Pit,ChC,@Sfo,StL,@Atl,@Fla,@Col,Mil,@NYM,Ari
Sat,15-Jun,@Tam,Bos,@Bal,NYY,@Det,Cle,Tor,@Min,Kan,@ChW,Sea,@Oak,Ana,@Cin,@Hou,@Was,Phi,@Los,Tex,Sdg,Pit,ChC,@Sfo,StL,@Atl,@Fla,@Col,Mil,@NYM,Ari
Sun,16-Jun,@Tam,Bos,@Bal,NYY,@Det,Cle,Tor,@Min,Kan,@ChW,Sea,@Oak,Ana,@Cin,@Hou,@Was,Phi,@Los,Tex,Sdg,Pit,ChC,@Sfo,StL,@Atl,@Fla,@Col,Mil,@NYM,Ari
Mon,17-Jun,@Tor,@Oak,@Min,,@Tex,,@Cin,@Sea,Bos,Tam,Bal,Kan,@NYY,Cle,Ana,,NYM,,Hou,,@StL,Sfo,@Sdg,@Atl,@Was,,Mil,@Los,Fla,Phi
Tue,18-Jun,@Tor,@Oak,@Min,@ChC,@Tex,@Pit,@Cin,@Sea,Bos,Tam,Bal,Kan,@NYY,Cle,Ana,Col,NYM,ChW,Hou,@Ari,@StL,Sfo,@Sdg,@Atl,@Was,Det,Mil,@Los,Fla,Phi
Wed,19-Jun,@Tor,@Oak,@Min,@ChC,@Tex,@Pit,@Cin,@Sea,Bos,Tam,Bal,Kan,@NYY,Cle,Ana,Col,NYM,ChW,Hou,@Ari,@StL,Sfo,@Sdg,@Atl,@Was,Det,Mil,@Los,Fla,Phi
Thu,20-Jun,@Tor,@Sea,,,@Tex,,@NYY,Min,@Kan,Hou,Tam,Bal,@Oak,Cle,Ana,Col,,NYM,@Mil,@Ari,@StL,Sfo,Cin,@ChC,@Was,,,@Los,Fla,Phi
Fri,21-Jun,@StL,@Sea,Tor,@Tex,Det,@Cle,@NYY,Min,@Kan,Hou,Tam,Bal,@Oak,ChW,@Bos,Sfo,@Was,NYM,@Mil,@Los,@Phi,Col,Cin,@ChC,Fla,Sdg,@Pit,@Ari,Ana,Atl
Sat,22-Jun,@StL,@Sea,Tor,@Tex,Det,@Cle,@NYY,Min,@Kan,Hou,Tam,Bal,@Oak,ChW,@Bos,Sfo,@Was,NYM,@Mil,@Los,@Phi,Col,Cin,@ChC,Fla,Sdg,@Pit,@Ari,Ana,Atl
Sun,23-Jun,@StL,@Sea,Tor,@Tex,Det,@Cle,@NYY,Min,@Kan,Hou,Tam,Bal,@Oak,ChW,@Bos,Sfo,@Was,NYM,@Mil,@Los,@Phi,Col,Cin,@ChC,Fla,Sdg,@Pit,@Ari,Ana,Atl
Mon,24-Jun,,,ChW,@Bos,Kan,,,@Cle,,Tor,,,,,@NYY,Los,@ChC,Atl,,@Sfo,,@Ari,,@Phi,NYM,,,Col,,
Tue,25-Jun,Cin,Sdg,ChW,@Bos,Kan,Tex,Pit,@Cle,Tam,Tor,@StL,@Mil,@Min,@Det,@NYY,Los,@ChC,Atl,@Ana,@Sfo,Was,@Ari,Sea,@Phi,NYM,@Hou,@Bal,Col,Oak,@Fla
Wed,26-Jun,Cin,Sdg,ChW,@Bos,Kan,Tex,Pit,@Cle,Tam,Tor,@StL,@Mil,@Min,@Det,@NYY,Los,@ChC,Atl,@Ana,@Sfo,Was,@Ari,Sea,@Phi,NYM,@Hou,@Bal,Col,Oak,@Fla
Thu,27-Jun,Oak,,,,,Tex,Pit,,Tam,,@Ana,@Mil,@Min,@Det,,@Sfo,@ChC,Atl,,Los,Was,@Col,Sea,@Phi,NYM,@Hou,,Ari,,@Fla
Fri,28-Jun,Oak,Cle,,Min,@Bal,Was,Sea,@Tor,@ChW,,@Ana,@Hou,Tex,@Tam,Kan,@Sfo,@NYM,@Cin,ChC,Los,Phi,@Col,Pit,Atl,@Fla,@Mil,StL,Ari,@Sdg,@Det
Sat,29-Jun,Oak,Cle,NYY,Min,@Bal,Was,Sea,@Tor,@ChW,@Bos,@Ana,@Hou,Tex,@Tam,Kan,@Sfo,@NYM,@Cin,ChC,Los,Phi,@Col,Pit,Atl,@Fla,@Mil,StL,Ari,@Sdg,@Det
Sun,30-Jun,Oak,Cle,NYY,Min,@Bal,Was,Sea,@Tor,@ChW,@Bos,@Ana,@Hou,Tex,@Tam,Kan,@Sfo,@NYM,@Cin,ChC,Los,Phi,@Col,Pit,Atl,@Fla,@Mil,StL,Ari,@Sdg,@Det
Mon,01-Jul,@Tex,@Tam,,,,,,@Tor,,,,,Bal,Ana,Kan,,,@Pit,Mil,,,,@Cin,,,ChC,Sfo,@Sdg,,
Tue,02-Jul,@Tex,@Tam,@Tor,Det,@Kan,@ChW,@Col,Cle,@Oak,@NYM,Min,StL,Bal,Ana,Bos,@Los,Phi,@Pit,Mil,Hou,@Was,Ari,@Cin,NYY,@Atl,ChC,Sfo,@Sdg,@Sea,Fla
Wed,03-Jul,@Tex,@Tam,@Tor,Det,@Kan,@ChW,@Col,Cle,@Oak,@NYM,Min,StL,Bal,Ana,Bos,@Los,Phi,@Pit,Mil,Hou,@Was,Ari,@Cin,NYY,@Atl,ChC,Sfo,@Sdg,@Sea,Fla
Thu,04-Jul,@Tex,,@Tor,Det,@Kan,@ChW,,Cle,@Oak,@Tam,Min,StL,NYY,Ana,Bos,,Phi,@Pit,Mil,,@Was,Sdg,@Cin,,@Atl,ChC,@Los,,@Sea,Fla
Fri,05-Jul,@Hou,@Tor,@Det,,,Bos,Ana,@Was,Tex,@Tam,@Sea,Oak,NYY,@Min,Bal,Col,Fla,,,@Ari,@Atl,Sdg,@Pit,Phi,@NYM,Mil,@Los,StL,@Sfo,Kan
Sat,06-Jul,@Hou,@Tor,@Det,ChC,@Cin,Bos,Ana,@Was,Tex,@Tam,@Sea,Oak,NYY,@Min,Bal,Col,Fla,@ChW,Cle,@Ari,@Atl,Sdg,@Pit,Phi,@NYM,Mil,@Los,StL,@Sfo,Kan
Sun,07-Jul,@Hou,@Tor,@Det,ChC,@Cin,Bos,Ana,@Was,Tex,@Tam,@Sea,Oak,NYY,@Min,Bal,Col,Fla,@ChW,Cle,@Ari,@Atl,Sdg,@Pit,Phi,@NYM,Mil,@Los,StL,@Sfo,Kan
Mon,08-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue,09-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed,10-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thu,11-Jul,,,,,,,@Tex,,,,,,,Hou,,,,,,,,,,,,,,,,
Fri,12-Jul,Sea,Tam,Los,@Oak,Min,@Kan,@Tex,Det,@Cle,Tor,ChW,@Ana,@Bal,Hou,@NYY,@StL,@Sdg,Pit,@Col,Cin,NYM,@Bos,Sfo,@Fla,Was,@ChC,Atl,@Mil,Ari,@Phi
