,Home Team,Away Team,Home Team Score,Away Team Score
1125,Chicago Cubs,Miami Marlins,2,4
1126,Texas Rangers,New York Yankees,7,6
1127,Detroit Tigers,San Diego Padres,7,5
1128,Houston Astros,Seattle Mariners,8,2
1129,New York Mets,San Francisco Giants,8,2
1130,Pittsburgh Pirates,St. Louis Cardinals,4,8
1131,Baltimore Orioles,Tampa Bay Rays,8,5
1132,Cincinnati Reds,Washington Nationals,6,2
1133,Philadelphia Phillies,Arizona D'Backs,1,6
1134,Minnesota Twins,Boston Red Sox,1,4
1135,New York Yankees,Chicago White Sox,6,5
1136,Texas Rangers,Cleveland Indians,9,15
1137,Los Angeles Angels,Los Angeles Dodgers,4,0
1138,Colorado Rockies,San Francisco Giants,2,9
1139,Cincinnati Reds,St. Louis Cardinals,2,8
1140,Chicago Cubs,Washington Nationals,5,4
1141,St. Louis Cardinals,Arizona D'Backs,5,6
1142,Minnesota Twins,Boston Red Sox,2,9
1143,New York Yankees,Chicago White Sox,3,4
1144,Milwaukee Brewers,Cincinnati Reds,6,8
1145,Texas Rangers,Cleveland Indians,2,1
1146,Kansas City Royals,Detroit Tigers,3,5
1147,Oakland Athletics,Houston Astros,6,4
1148,Los Angeles Angels,Los Angeles Dodgers,0,4
1149,New York Mets,Miami Marlins,3,6
1150,Tampa Bay Rays,Pittsburgh Pirates,4,2
1151,Atlanta Braves,San Diego Padres,3,0
1152,Philadelphia Phillies,Seattle Mariners,8,2
1153,Colorado Rockies,San Francisco Giants,3,4
1154,Baltimore Orioles,Toronto Blue Jays,3,1
1155,Chicago Cubs,Washington Nationals,1,6
1156,Los Angeles Dodgers,Los Angeles Angels,2,3
1157,St. Louis Cardinals,Arizona D'Backs,4,3
1158,Minnesota Twins,Boston Red Sox,4,1
1159,New York Yankees,Chicago White Sox,12,3
1160,Milwaukee Brewers,Cincinnati Reds,3,4
1161,Texas Rangers,Cleveland Indians,3,5
1162,Kansas City Royals,Detroit Tigers,8,2
1163,Oakland Athletics,Houston Astros,8,11
1164,New York Mets,Miami Marlins,8,0
1165,Tampa Bay Rays,Pittsburgh Pirates,2,6
1166,Atlanta Braves,San Diego Padres,4,7
1167,Philadelphia Phillies,Seattle Mariners,5,4
1168,Colorado Rockies,San Francisco Giants,3,5
1169,Baltimore Orioles,Toronto Blue Jays,0,4
1170,Chicago Cubs,Washington Nationals,4,8
1171,Los Angeles Dodgers,Los Angeles Angels,6,2
1172,St. Louis Cardinals,Arizona D'Backs,10,4
1173,Minnesota Twins,Boston Red Sox,3,6
1174,New York Yankees,Chicago White Sox,3,4
1175,Milwaukee Brewers,Cincinnati Reds,11,3
1176,Texas Rangers,Cleveland Indians,1,5
1177,Kansas City Royals,Detroit Tigers,3,7
1178,Oakland Athletics,Houston Astros,1,6
1179,New York Mets,Miami Marlins,6,3
1180,Tampa Bay Rays,Pittsburgh Pirates,0,4
1181,Atlanta Braves,San Diego Padres,0,6
1182,Baltimore Orioles,Toronto Blue Jays,2,0
1183,Chicago Cubs,Washington Nationals,5,4
1184,Seattle Mariners,Los Angeles Angels,10,0
1185,Colorado Rockies,Arizona D'Backs,6,3
1186,Tampa Bay Rays,Baltimore Orioles,6,4
1187,Texas Rangers,Chicago White Sox,7,8
1188,Chicago Cubs,Cincinnati Reds,0,5
1189,New York Yankees,Houston Astros,13,4
1190,Minnesota Twins,Kansas City Royals,1,8
1191,Miami Marlins,Milwaukee Brewers,2,3
1192,Philadelphia Phillies,New York Mets,1,2
1193,Atlanta Braves,Oakland Athletics,3,1
1194,San Francisco Giants,Pittsburgh Pirates,13,5
1195,Los Angeles Dodgers,San Diego Padres,10,4
1196,Washington Nationals,St. Louis Cardinals,1,8
1197,Boston Red Sox,Toronto Blue Jays,7,4
1198,Seattle Mariners,Los Angeles Angels,0,4
1199,Colorado Rockies,Arizona D'Backs,2,6
1200,Tampa Bay Rays,Baltimore Orioles,10,3
1201,Texas Rangers,Chicago White Sox,10,4
1202,Chicago Cubs,Cincinnati Reds,3,5
1203,Cleveland Indians,Detroit Tigers,4,7
1204,Cleveland Indians,Detroit Tigers,4,1
1205,New York Yankees,Houston Astros,6,7
1206,Minnesota Twins,Kansas City Royals,6,11
1207,Minnesota Twins,Kansas City Royals,10,5
1208,Miami Marlins,Milwaukee Brewers,4,8
1209,Philadelphia Phillies,New York Mets,6,7
1210,Atlanta Braves,Oakland Athletics,4,3
1211,San Francisco Giants,Pittsburgh Pirates,2,1
1212,Los Angeles Dodgers,San Diego Padres,8,0
1213,Washington Nationals,St. Louis Cardinals,1,2
1214,Boston Red Sox,Toronto Blue Jays,7,1
1215,Seattle Mariners,Los Angeles Angels,5,3
1216,Colorado Rockies,Arizona D'Backs,3,4
1217,Tampa Bay Rays,Baltimore Orioles,1,7
1218,Texas Rangers,Chicago White Sox,5,6
1219,Chicago Cubs,Cincinnati Reds,6,2
1220,Cleveland Indians,Detroit Tigers,11,8
1221,New York Yankees,Houston Astros,1,8
1222,Minnesota Twins,Kansas City Royals,2,6
1223,Miami Marlins,Milwaukee Brewers,10,3
1224,Philadelphia Phillies,New York Mets,7,1
1225,Atlanta Braves,Oakland Athletics,4,3
1226,San Francisco Giants,Pittsburgh Pirates,5,3
1227,Los Angeles Dodgers,San Diego Padres,3,5
1228,Washington Nationals,St. Louis Cardinals,7,2
1229,Boston Red Sox,Toronto Blue Jays,15,1
1230,Cincinnati Reds,Colorado Rockies,3,5
1231,Baltimore Orioles,Milwaukee Brewers,1,8
1232,Los Angeles Angels,Minnesota Twins,5,9
1233,Toronto Blue Jays,New York Yankees,3,6
1234,Chicago White Sox,Oakland Athletics,7,2
1235,Pittsburgh Pirates,Philadelphia Phillies,0,4
1236,Kansas City Royals,Seattle Mariners,3,1
1237,Miami Marlins,St. Louis Cardinals,6,14
1238,Boston Red Sox,Texas Rangers,7,5
1239,New York Mets,Washington Nationals,2,3
1240,Houston Astros,Atlanta Braves,16,4
1241,Tampa Bay Rays,Chicago Cubs,6,5
1242,San Diego Padres,Cleveland Indians,1,0
1243,Cincinnati Reds,Colorado Rockies,8,1
1244,San Francisco Giants,Detroit Tigers,3,5
1245,Arizona D'Backs,Los Angeles Dodgers,3,4
1246,Baltimore Orioles,Milwaukee Brewers,2,6
1247,Los Angeles Angels,Minnesota Twins,4,5
1248,Toronto Blue Jays,New York Yankees,4,1
1249,Chicago White Sox,Oakland Athletics,6,7
1250,Pittsburgh Pirates,Philadelphia Phillies,3,0
1251,Kansas City Royals,Seattle Mariners,7,3
1252,Miami Marlins,St. Louis Cardinals,5,2
1253,Boston Red Sox,Texas Rangers,11,4
1254,New York Mets,Washington Nationals,4,11
1255,Houston Astros,Atlanta Braves,10,4
1256,Tampa Bay Rays,Chicago Cubs,3,7
1257,San Diego Padres,Cleveland Indians,6,2
1258,Cincinnati Reds,Colorado Rockies,3,5
1259,San Francisco Giants,Detroit Tigers,5,4
1260,Arizona D'Backs,Los Angeles Dodgers,0,1
1261,Baltimore Orioles,Milwaukee Brewers,0,4
1262,Los Angeles Angels,Minnesota Twins,2,1
1263,Toronto Blue Jays,New York Yankees,7,6
1264,Chicago White Sox,Oakland Athletics,4,7
1265,Pittsburgh Pirates,Philadelphia Phillies,5,2
1266,Kansas City Royals,Seattle Mariners,9,6
1267,Miami Marlins,St. Louis Cardinals,9,6
1268,Boston Red Sox,Texas Rangers,2,8
1269,Milwaukee Brewers,Chicago Cubs,11,2
1270,San Diego Padres,Cleveland Indians,2,11
1271,Cincinnati Reds,Colorado Rockies,6,3
1272,San Francisco Giants,Detroit Tigers,2,6
1273,Arizona D'Backs,Los Angeles Dodgers,4,5
1274,Baltimore Orioles,Minnesota Twins,4,6
1275,Pittsburgh Pirates,Philadelphia Phillies,6,3
1276,Oakland Athletics,Seattle Mariners,7,4
1277,Miami Marlins,St. Louis Cardinals,3,4
1278,Boston Red Sox,Tampa Bay Rays,1,4
1279,Houston Astros,Toronto Blue Jays,4,7
1280,Atlanta Braves,Washington Nationals,5,2
1281,Cincinnati Reds,Arizona D'Backs,3,6
1282,Pittsburgh Pirates,Chicago Cubs,1,6
1283,Detroit Tigers,Cleveland Indians,2,11
1284,Chicago White Sox,Colorado Rockies,4,12
1285,Kansas City Royals,Los Angeles Dodgers,1,4
1286,Baltimore Orioles,Minnesota Twins,6,9
1287,Milwaukee Brewers,New York Yankees,9,4
1288,San Diego Padres,Philadelphia Phillies,4,3
1289,Oakland Athletics,Seattle Mariners,2,7
1290,Miami Marlins,San Francisco Giants,6,1
1291,New York Mets,St. Louis Cardinals,6,5
1292,Boston Red Sox,Tampa Bay Rays,8,3
1293,Los Angeles Angels,Texas Rangers,0,10
1294,Houston Astros,Toronto Blue Jays,12,2
1295,Atlanta Braves,Washington Nationals,4,5
1296,Cincinnati Reds,Arizona D'Backs,7,0
1297,Pittsburgh Pirates,Chicago Cubs,4,2
1298,Detroit Tigers,Cleveland Indians,0,4
1299,Chicago White Sox,Colorado Rockies,5,4
1300,Kansas City Royals,Los Angeles Dodgers,4,5
1301,Baltimore Orioles,Minnesota Twins,5,1
1302,Milwaukee Brewers,New York Yankees,3,5
1303,San Diego Padres,Philadelphia Phillies,2,1
1304,Oakland Athletics,Seattle Mariners,4,3
1305,Miami Marlins,San Francisco Giants,5,4
1306,New York Mets,St. Louis Cardinals,1,4
1307,Boston Red Sox,Tampa Bay Rays,0,1
1308,Los Angeles Angels,Texas Rangers,2,5
1309,Houston Astros,Toronto Blue Jays,2,7
1310,Atlanta Braves,Washington Nationals,13,0
1311,Cincinnati Reds,Arizona D'Backs,2,1
1312,Pittsburgh Pirates,Chicago Cubs,14,3
1313,Detroit Tigers,Cleveland Indians,5,3
1314,Chicago White Sox,Colorado Rockies,0,10
1315,Kansas City Royals,Los Angeles Dodgers,2,5
1316,Baltimore Orioles,Minnesota Twins,11,5
1317,Milwaukee Brewers,New York Yankees,5,3
1318,San Diego Padres,Philadelphia Phillies,1,7
1319,Oakland Athletics,Seattle Mariners,0,4
1320,Miami Marlins,San Francisco Giants,10,8
1321,New York Mets,St. Louis Cardinals,0,6
1322,Boston Red Sox,Tampa Bay Rays,3,5
1323,Los Angeles Angels,Texas Rangers,3,0
1324,Houston Astros,Toronto Blue Jays,19,1
1325,Atlanta Braves,Washington Nationals,5,10
1326,Tampa Bay Rays,Los Angeles Angels,2,1
1327,Arizona D'Backs,Atlanta Braves,3,4
1328,Chicago Cubs,Baltimore Orioles,9,8
1329,New York Yankees,Boston Red Sox,4,5
1330,Seattle Mariners,Chicago White Sox,4,2
1331,Washington Nationals,Cincinnati Reds,5,0
1332,Toronto Blue Jays,Detroit Tigers,7,2
1333,Minnesota Twins,Houston Astros,5,10
1334,Texas Rangers,Kansas City Royals,5,3
1335,Los Angeles Dodgers,Miami Marlins,6,4
1336,Philadelphia Phillies,Milwaukee Brewers,6,9
1337,Colorado Rockies,New York Mets,2,14
1338,Cleveland Indians,Oakland Athletics,0,5
1339,St. Louis Cardinals,Pittsburgh Pirates,2,5
1340,San Francisco Giants,San Diego Padres,5,4
1341,Tampa Bay Rays,Los Angeles Angels,6,3
1342,Arizona D'Backs,Atlanta Braves,5,8
1343,Chicago Cubs,Baltimore Orioles,10,3
1344,New York Yankees,Boston Red Sox,4,1
1345,Seattle Mariners,Chicago White Sox,4,3
1346,Washington Nationals,Cincinnati Reds,10,7
1347,Toronto Blue Jays,Detroit Tigers,1,11
1348,Minnesota Twins,Houston Astros,4,2
1349,Texas Rangers,Kansas City Royals,1,0
1350,Los Angeles Dodgers,Miami Marlins,7,1
1351,Philadelphia Phillies,Milwaukee Brewers,2,3
1352,Colorado Rockies,New York Mets,3,9
1353,Cleveland Indians,Oakland Athletics,3,5
1354,St. Louis Cardinals,Pittsburgh Pirates,4,0
1355,San Francisco Giants,San Diego Padres,3,5
1356,Tampa Bay Rays,Los Angeles Angels,3,4
1357,Arizona D'Backs,Atlanta Braves,1,7
1358,Chicago Cubs,Baltimore Orioles,8,0
1359,New York Yankees,Boston Red Sox,3,0
1360,New York Yankees,Boston Red Sox,0,3
1361,Seattle Mariners,Chicago White Sox,7,6
1362,Washington Nationals,Cincinnati Reds,14,4
1363,Toronto Blue Jays,Detroit Tigers,5,6
1364,Minnesota Twins,Houston Astros,3,5
1365,Texas Rangers,Kansas City Royals,3,4
1366,Los Angeles Dodgers,Miami Marlins,3,2
1367,Philadelphia Phillies,Milwaukee Brewers,5,2
1368,Colorado Rockies,New York Mets,13,4
1369,Cleveland Indians,Oakland Athletics,3,7
1370,St. Louis Cardinals,Pittsburgh Pirates,3,4
1371,San Francisco Giants,San Diego Padres,1,7
1372,Chicago Cubs,Atlanta Braves,4,3
1373,Texas Rangers,Baltimore Orioles,1,3
1374,Toronto Blue Jays,Boston Red Sox,4,3
1375,Washington Nationals,Cincinnati Reds,6,1
1376,San Diego Padres,Colorado Rockies,6,9
1377,Seattle Mariners,Houston Astros,9,7
1378,Detroit Tigers,Kansas City Royals,10,2
1379,Philadelphia Phillies,Miami Marlins,5,6
1380,New York Yankees,Minnesota Twins,2,4
1381,St. Louis Cardinals,New York Mets,6,3
1382,Tampa Bay Rays,Oakland Athletics,3,2
1383,Milwaukee Brewers,Pittsburgh Pirates,2,4
1384,Cleveland Indians,San Francisco Giants,5,3
1385,Washington Nationals,Los Angeles Angels,4,3
1386,Chicago Cubs,Atlanta Braves,5,1
1387,Texas Rangers,Baltimore Orioles,1,12
1388,Toronto Blue Jays,Boston Red Sox,4,5
1389,Los Angeles Dodgers,Chicago White Sox,1,0
1390,Arizona D'Backs,Cincinnati Reds,11,2
1391,San Diego Padres,Colorado Rockies,7,9
1392,Seattle Mariners,Houston Astros,2,6
1393,Detroit Tigers,Kansas City Royals,9,3
1394,Philadelphia Phillies,Miami Marlins,5,2
1395,New York Yankees,Minnesota Twins,6,3
1396,St. Louis Cardinals,New York Mets,5,0
1397,Tampa Bay Rays,Oakland Athletics,4,3
1398,Milwaukee Brewers,Pittsburgh Pirates,3,4
1399,Cleveland Indians,San Francisco Giants,1,2
1400,Washington Nationals,Los Angeles Angels,0,7
1401,Chicago Cubs,Atlanta Braves,8,2
1402,Texas Rangers,Baltimore Orioles,2,10
1403,Toronto Blue Jays,Boston Red Sox,1,5
1404,Los Angeles Dodgers,Chicago White Sox,9,1
1405,Arizona D'Backs,Cincinnati Reds,3,4
1406,San Diego Padres,Colorado Rockies,4,18
1407,Seattle Mariners,Houston Astros,4,1
1408,Detroit Tigers,Kansas City Royals,3,4
1409,Philadelphia Phillies,Miami Marlins,10,3
1410,New York Yankees,Minnesota Twins,1,6
1411,St. Louis Cardinals,New York Mets,3,7
1412,Tampa Bay Rays,Oakland Athletics,2,7
1413,Milwaukee Brewers,Pittsburgh Pirates,2,3
1414,Cleveland Indians,San Francisco Giants,4,5
1415,Texas Rangers,Baltimore Orioles,7,9
1416,Toronto Blue Jays,Boston Red Sox,8,6
1417,Arizona D'Backs,Cincinnati Reds,12,2
1418,Detroit Tigers,Kansas City Royals,4,16
1419,Atlanta Braves,Los Angeles Dodgers,6,3
1420,St. Louis Cardinals,New York Mets,2,3
1421,Milwaukee Brewers,Pittsburgh Pirates,2,4
1422,New York Yankees,Seattle Mariners,4,1
1423,San Diego Padres,San Francisco Giants,5,2
1424,Boston Red Sox,Los Angeles Angels,6,2
1425,Washington Nationals,Arizona D'Backs,5,6
1426,Houston Astros,Baltimore Orioles,8,7
1427,St. Louis Cardinals,Chicago Cubs,11,4
1428,Miami Marlins,Cincinnati Reds,3,1
1429,Toronto Blue Jays,Cleveland Indians,3,13
1430,Pittsburgh Pirates,Colorado Rockies,13,5
1431,Chicago White Sox,Kansas City Royals,6,7
1432,Atlanta Braves,Los Angeles Dodgers,12,3
1433,Detroit Tigers,Minnesota Twins,6,3
1434,Oakland Athletics,New York Mets,5,7
1435,Milwaukee Brewers,Philadelphia Phillies,1,6
1436,New York Yankees,Seattle Mariners,5,1
1437,San Diego Padres,San Francisco Giants,12,9
1438,Texas Rangers,Tampa Bay Rays,4,3
1439,Boston Red Sox,Los Angeles Angels,3,7
1440,Washington Nationals,Arizona D'Backs,4,3
1441,Houston Astros,Baltimore Orioles,8,4
1442,St. Louis Cardinals,Chicago Cubs,2,3
1443,Miami Marlins,Cincinnati Reds,5,4
1444,Toronto Blue Jays,Cleveland Indians,1,2
1445,Pittsburgh Pirates,Colorado Rockies,3,7
1446,Chicago White Sox,Kansas City Royals,2,7
1447,Atlanta Braves,Los Angeles Dodgers,2,6
1448,Detroit Tigers,Minnesota Twins,5,6
1449,Oakland Athletics,New York Mets,5,6
1450,Milwaukee Brewers,Philadelphia Phillies,9,8
1451,New York Yankees,Seattle Mariners,5,6
1452,San Diego Padres,San Francisco Giants,4,5
1453,Texas Rangers,Tampa Bay Rays,4,3
1454,Boston Red Sox,Los Angeles Angels,2,3
1455,Washington Nationals,Arizona D'Backs,6,2
1456,Houston Astros,Baltimore Orioles,7,9
1457,St. Louis Cardinals,Chicago Cubs,3,5
1458,Miami Marlins,Cincinnati Reds,3,6
1459,Toronto Blue Jays,Cleveland Indians,1,8
1460,Pittsburgh Pirates,Colorado Rockies,3,13
1461,Chicago White Sox,Kansas City Royals,4,5
1462,Atlanta Braves,Los Angeles Dodgers,4,5
1463,Detroit Tigers,Minnesota Twins,9,6
1464,Oakland Athletics,New York Mets,3,2
1465,Milwaukee Brewers,Philadelphia Phillies,3,6
1466,New York Yankees,Seattle Mariners,6,4
1467,San Diego Padres,San Francisco Giants,5,2
1468,Texas Rangers,Tampa Bay Rays,6,5
1469,Atlanta Braves,Arizona D'Backs,2,10
1470,Chicago White Sox,Chicago Cubs,3,1
1471,Cincinnati Reds,Cleveland Indians,2,6
1472,Kansas City Royals,Detroit Tigers,5,3
1473,Minnesota Twins,Los Angeles Dodgers,4,6
1474,Houston Astros,Philadelphia Phillies,13,4
1475,New York Mets,San Diego Padres,5,3
1476,Boston Red Sox,Seattle Mariners,0,4
1477,Pittsburgh Pirates,San Francisco Giants,10,3
1478,Colorado Rockies,St. Louis Cardinals,2,8
1479,Baltimore Orioles,Tampa Bay Rays,5,0
1480,Miami Marlins,Texas Rangers,4,0
1481,Oakland Athletics,Toronto Blue Jays,2,4
1482,Atlanta Braves,Arizona D'Backs,8,3
1483,Chicago White Sox,Chicago Cubs,2,7
1484,Los Angeles Angels,Cleveland Indians,7,11
1485,Kansas City Royals,Detroit Tigers,3,1
1486,Minnesota Twins,Los Angeles Dodgers,2,6
1487,Cincinnati Reds,New York Yankees,2,4
1488,Houston Astros,Philadelphia Phillies,5,0
1489,New York Mets,San Diego Padres,6,5
1490,Boston Red Sox,Seattle Mariners,5,6
1491,Pittsburgh Pirates,San Francisco Giants,3,11
1492,Colorado Rockies,St. Louis Cardinals,2,3
1493,Baltimore Orioles,Tampa Bay Rays,4,5
1494,Miami Marlins,Texas Rangers,4,10
1495,Oakland Athletics,Toronto Blue Jays,1,4
1496,Milwaukee Brewers,Washington Nationals,8,0
1497,Atlanta Braves,Arizona D'Backs,3,10
1498,Chicago Cubs,Chicago White Sox,8,3
1499,Los Angeles Angels,Cleveland Indians,4,10
1500,Kansas City Royals,Detroit Tigers,16,2
1501,Minnesota Twins,Los Angeles Dodgers,5,6
1502,Cincinnati Reds,New York Yankees,5,9
1503,Houston Astros,Philadelphia Phillies,0,9
1504,New York Mets,San Diego Padres,3,6
1505,Boston Red Sox,Seattle Mariners,4,0
1506,Pittsburgh Pirates,San Francisco Giants,1,2
1507,Colorado Rockies,St. Louis Cardinals,5,10
1508,Baltimore Orioles,Tampa Bay Rays,1,5
1509,Miami Marlins,Texas Rangers,22,10
1510,Oakland Athletics,Toronto Blue Jays,2,3
1511,Milwaukee Brewers,Washington Nationals,5,8
1512,Chicago Cubs,Chicago White Sox,6,3
1513,Los Angeles Angels,Cleveland Indians,1,2
1514,Cincinnati Reds,Miami Marlins,1,4
1515,Tampa Bay Rays,New York Yankees,5,6
1516,New York Mets,San Diego Padres,5,7
1517,Arizona D'Backs,St. Louis Cardinals,4,0
1518,Oakland Athletics,Toronto Blue Jays,4,8
1519,Milwaukee Brewers,Washington Nationals,2,15
1520,Kansas City Royals,Boston Red Sox,4,2
1521,Cleveland Indians,Chicago White Sox,9,3
1522,Houston Astros,Detroit Tigers,6,5
1523,San Francisco Giants,Los Angeles Dodgers,4,6
1524,Cincinnati Reds,Miami Marlins,4,7
1525,Chicago Cubs,Milwaukee Brewers,1,2
1526,Tampa Bay Rays,New York Yankees,1,6
1527,Minnesota Twins,Oakland Athletics,6,3
1528,Atlanta Braves,Philadelphia Phillies,3,10
1529,Pittsburgh Pirates,San Diego Padres,2,3
1530,New York Mets,Seattle Mariners,7,5
1531,Arizona D'Backs,St. Louis Cardinals,0,1
1532,Baltimore Orioles,Texas Rangers,2,8
1533,Los Angeles Angels,Toronto Blue Jays,7,2
1534,Kansas City Royals,Boston Red Sox,8,9
1535,Cleveland Indians,Chicago White Sox,5,4
1536,Houston Astros,Detroit Tigers,3,5
1537,San Francisco Giants,Los Angeles Dodgers,1,2
1538,Cincinnati Reds,Miami Marlins,3,7
1539,Chicago Cubs,Milwaukee Brewers,2,1
1540,Tampa Bay Rays,New York Yankees,4,5
1541,Minnesota Twins,Oakland Athletics,4,5
1542,Atlanta Braves,Philadelphia Phillies,3,4
1543,Pittsburgh Pirates,San Diego Padres,2,4
1544,New York Mets,Seattle Mariners,2,3
1545,Arizona D'Backs,St. Louis Cardinals,7,1
1546,Baltimore Orioles,Texas Rangers,4,0
1547,Los Angeles Angels,Toronto Blue Jays,6,5
1548,Colorado Rockies,Washington Nationals,4,2
1549,Kansas City Royals,Boston Red Sox,5,3
1550,Cleveland Indians,Chicago White Sox,1,3
1551,Houston Astros,Detroit Tigers,1,13
1552,San Francisco Giants,Los Angeles Dodgers,2,3
1553,Cincinnati Reds,Miami Marlins,6,4
1554,Chicago Cubs,Milwaukee Brewers,4,2
1555,Tampa Bay Rays,New York Yankees,5,3
1556,Minnesota Twins,Oakland Athletics,5,6
1557,Atlanta Braves,Philadelphia Phillies,1,2
1558,Pittsburgh Pirates,San Diego Padres,7,1
1559,New York Mets,Seattle Mariners,1,9
1560,Arizona D'Backs,St. Louis Cardinals,2,3
1561,Baltimore Orioles,Texas Rangers,10,6
1562,Los Angeles Angels,Toronto Blue Jays,10,11
1563,Colorado Rockies,Washington Nationals,10,6
1564,Colorado Rockies,Washington Nationals,1,3
1565,Kansas City Royals,Baltimore Orioles,1,2
1566,Cleveland Indians,Boston Red Sox,2,6
1567,Toronto Blue Jays,Chicago White Sox,6,7
1568,Tampa Bay Rays,Houston Astros,7,14
1569,Washington Nationals,Miami Marlins,1,0
1570,Detroit Tigers,New York Yankees,3,7
1571,San Francisco Giants,Oakland Athletics,5,8
1572,Atlanta Braves,Philadelphia Phillies,6,7
1573,Seattle Mariners,Texas Rangers,6,4
1574,Philadelphia Phillies,Los Angeles Angels,1,7
1575,Los Angeles Dodgers,Atlanta Braves,3,2
1576,Kansas City Royals,Baltimore Orioles,2,7
1577,Cleveland Indians,Boston Red Sox,10,12
1578,Toronto Blue Jays,Chicago White Sox,8,4
1579,Arizona D'Backs,Chicago Cubs,4,16
1580,New York Mets,Colorado Rockies,4,5
1581,Tampa Bay Rays,Houston Astros,6,4
1582,Washington Nationals,Miami Marlins,6,7
1583,St. Louis Cardinals,Milwaukee Brewers,2,3
1584,Detroit Tigers,New York Yankees,4,3
1585,San Francisco Giants,Oakland Athletics,10,4
1586,Cincinnati Reds,Pittsburgh Pirates,9,1
1587,Minnesota Twins,San Diego Padres,0,3
1588,Seattle Mariners,Texas Rangers,8,7
1589,Philadelphia Phillies,Los Angeles Angels,0,7
1590,Los Angeles Dodgers,Atlanta Braves,3,5
1591,Kansas City Royals,Baltimore Orioles,0,6
1592,Toronto Blue Jays,Chicago White Sox,5,1
1593,Arizona D'Backs,Chicago Cubs,3,0
1594,New York Mets,Colorado Rockies,10,5
1595,Tampa Bay Rays,Houston Astros,3,0
1596,Washington Nationals,Miami Marlins,0,7
1597,St. Louis Cardinals,Milwaukee Brewers,5,4
1598,Detroit Tigers,New York Yankees,2,0
1599,Cincinnati Reds,Pittsburgh Pirates,5,2
1600,Minnesota Twins,San Diego Padres,5,2
1601,Oakland Athletics,San Francisco Giants,6,1
1602,Seattle Mariners,Texas Rangers,1,5
1603,Philadelphia Phillies,Los Angeles Angels,4,5
1604,Los Angeles Dodgers,Atlanta Braves,7,4
1605,Detroit Tigers,Baltimore Orioles,7,5
1606,Chicago White Sox,Boston Red Sox,5,9
1607,Arizona D'Backs,Chicago Cubs,10,8
1608,New York Yankees,Cleveland Indians,1,5
1609,New York Mets,Colorado Rockies,4,5
1610,Tampa Bay Rays,Houston Astros,5,3
1611,Seattle Mariners,Kansas City Royals,4,6
1612,St. Louis Cardinals,Milwaukee Brewers,1,2
1613,Texas Rangers,Minnesota Twins,4,1
1614,Cincinnati Reds,Pittsburgh Pirates,0,6
1615,Oakland Athletics,San Francisco Giants,2,11
1616,Oakland Athletics,Los Angeles Angels,6,8
1617,Miami Marlins,Atlanta Braves,3,5
1618,Detroit Tigers,Baltimore Orioles,5,2
1619,Chicago White Sox,Boston Red Sox,2,3
1620,Washington Nationals,Chicago Cubs,4,2
1621,St. Louis Cardinals,Cincinnati Reds,2,3
1622,New York Yankees,Cleveland Indians,2,7
1623,Philadelphia Phillies,Colorado Rockies,3,4
1624,Toronto Blue Jays,Houston Astros,7,16
1625,Seattle Mariners,Kansas City Royals,5,2
1626,Texas Rangers,Minnesota Twins,4,8
1627,Los Angeles Dodgers,New York Mets,6,0
1628,San Diego Padres,Pittsburgh Pirates,6,10
1629,Arizona D'Backs,San Francisco Giants,2,1
1630,Milwaukee Brewers,Tampa Bay Rays,2,0
1631,Oakland Athletics,Los Angeles Angels,5,0
1632,Miami Marlins,Atlanta Braves,2,7
1633,Detroit Tigers,Baltimore Orioles,2,5
1634,Chicago White Sox,Boston Red Sox,1,4
1635,Washington Nationals,Chicago Cubs,4,7
1636,St. Louis Cardinals,Cincinnati Reds,4,1
1637,New York Yankees,Cleveland Indians,2,1
1638,Philadelphia Phillies,Colorado Rockies,5,8
1639,Toronto Blue Jays,Houston Astros,4,3
1640,Texas Rangers,Minnesota Twins,4,1
1641,Los Angeles Dodgers,New York Mets,7,4
1642,San Diego Padres,Pittsburgh Pirates,5,2
1643,Arizona D'Backs,San Francisco Giants,4,5
1644,Milwaukee Brewers,Tampa Bay Rays,3,0
1645,Oakland Athletics,Los Angeles Angels,11,10
1646,Miami Marlins,Atlanta Braves,4,1
1647,Detroit Tigers,Baltimore Orioles,3,12
1648,Chicago White Sox,Boston Red Sox,3,6
1649,Washington Nationals,Chicago Cubs,9,4
1650,St. Louis Cardinals,Cincinnati Reds,13,4
1651,New York Yankees,Cleveland Indians,8,1
1652,Philadelphia Phillies,Colorado Rockies,3,2
1653,Toronto Blue Jays,Houston Astros,6,7
1654,Seattle Mariners,Kansas City Royals,8,7
1655,Seattle Mariners,Kansas City Royals,1,9
1656,Texas Rangers,Minnesota Twins,5,6
1657,Los Angeles Dodgers,New York Mets,8,0
1658,San Diego Padres,Pittsburgh Pirates,4,5
1659,Arizona D'Backs,San Francisco Giants,3,6
1660,Milwaukee Brewers,Tampa Bay Rays,1,2
1661,Baltimore Orioles,Los Angeles Angels,6,2
1662,San Diego Padres,Cincinnati Reds,3,11
1663,St. Louis Cardinals,Kansas City Royals,11,3
1664,Milwaukee Brewers,Minnesota Twins,4,5
1665,Detroit Tigers,Pittsburgh Pirates,0,3
1666,Chicago Cubs,San Francisco Giants,5,3
1667,Miami Marlins,Washington Nationals,2,3
1668,Baltimore Orioles,Los Angeles Angels,2,3
1669,Los Angeles Dodgers,Arizona D'Backs,3,6
