,Season,Team,W,L,SV,G,GS,IP,SO,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,FIP,xFIP,WAR
171,2008.0,Mets,89.0,73.0,43.0,719.0,162.0,1464.1,1181.0,7.26,3.63,1.0,0.289,0.736,0.431,0.105,4.07,4.32,4.26,13.6
172,2016.0,Cardinals,86.0,76.0,38.0,643.0,162.0,1448.1,1290.0,8.02,2.95,0.99,0.304,0.718,0.495,0.128,4.08,3.88,3.88,17.4
173,2010.0,Astros,76.0,86.0,45.0,669.0,162.0,1439.1,1210.0,7.57,3.43,0.88,0.305,0.71,0.44299999999999995,0.08800000000000001,4.09,3.89,3.97,15.9
174,2012.0,Mets,74.0,88.0,36.0,667.0,162.0,1434.0,1240.0,7.78,3.06,1.01,0.29,0.711,0.426,0.105,4.09,3.93,4.04,15.3
175,2010.0,Marlins,80.0,82.0,39.0,643.0,162.0,1438.1,1168.0,7.31,3.44,0.84,0.301,0.713,0.436,0.081,4.09,3.92,4.11,14.6
176,2015.0,Padres,74.0,88.0,41.0,678.0,162.0,1440.1,1393.0,8.7,3.22,1.07,0.303,0.711,0.469,0.133,4.09,3.93,3.71,11.9
177,2010.0,White Sox,88.0,74.0,43.0,569.0,162.0,1446.1,1149.0,7.15,3.05,0.85,0.305,0.715,0.449,0.084,4.09,3.8,3.94,24.2
178,2016.0,Brewers,73.0,89.0,46.0,675.0,162.0,1434.1,1175.0,7.37,3.34,1.12,0.3,0.731,0.46,0.124,4.1,4.37,4.42,11.6
179,2011.0,White Sox,79.0,83.0,42.0,572.0,162.0,1460.0,1220.0,7.52,2.71,0.91,0.303,0.713,0.442,0.094,4.1,3.66,3.69,24.5
180,2012.0,Marlins,69.0,93.0,38.0,645.0,162.0,1440.2,1113.0,6.95,3.09,0.83,0.3,0.703,0.45,0.092,4.1,3.89,4.17,12.2
181,2008.0,White Sox,89.0,74.0,34.0,626.0,163.0,1457.2,1147.0,7.08,2.84,0.96,0.298,0.71,0.455,0.1,4.11,4.0,4.01,23.7
182,2016.0,White Sox,78.0,84.0,43.0,643.0,162.0,1446.2,1270.0,7.9,3.24,1.15,0.298,0.74,0.431,0.12,4.12,4.27,4.38,14.9
183,2017.0,Astros,101.0,61.0,45.0,681.0,162.0,1446.0,1593.0,9.91,3.25,1.2,0.3,0.737,0.473,0.149,4.12,3.91,3.77,20.2
184,2018.0,Mariners,89.0,73.0,60.0,699.0,162.0,1448.2,1328.0,8.25,2.49,1.21,0.295,0.725,0.425,0.127,4.13,4.05,4.06,16.8
185,2010.0,Nationals,69.0,93.0,37.0,656.0,162.0,1435.0,1068.0,6.7,3.21,0.95,0.297,0.708,0.445,0.094,4.13,4.12,4.13,12.1
186,2010.0,Rockies,83.0,79.0,35.0,675.0,162.0,1442.0,1234.0,7.7,3.28,0.87,0.302,0.708,0.465,0.096,4.14,3.83,3.8,20.9
187,2014.0,Astros,70.0,92.0,31.0,600.0,162.0,1438.2,1137.0,7.11,3.03,0.87,0.299,0.703,0.46399999999999997,0.096,4.14,3.93,3.91,10.9
188,2018.0,Phillies,80.0,82.0,44.0,758.0,162.0,1445.2,1465.0,9.12,3.11,1.06,0.303,0.71,0.45399999999999996,0.124,4.15,3.83,3.87,19.6
189,2018.0,Angels,80.0,82.0,35.0,763.0,162.0,1437.1,1386.0,8.68,3.42,1.28,0.294,0.741,0.42100000000000004,0.141,4.15,4.36,4.18,11.0
190,2009.0,White Sox,79.0,83.0,36.0,577.0,162.0,1439.2,1119.0,7.0,3.17,1.06,0.294,0.7170000000000001,0.44299999999999995,0.10300000000000001,4.16,4.21,4.19,20.5
191,2011.0,Reds,79.0,83.0,39.0,663.0,162.0,1467.2,1112.0,6.82,3.31,1.13,0.282,0.737,0.44799999999999995,0.115,4.16,4.37,4.11,7.3
192,2009.0,Phillies,93.0,69.0,44.0,621.0,162.0,1455.2,1153.0,7.13,3.02,1.17,0.296,0.75,0.408,0.11,4.16,4.36,4.22,13.3
193,2015.0,Athletics,68.0,94.0,28.0,649.0,162.0,1444.2,1179.0,7.34,2.95,1.07,0.289,0.71,0.45,0.114,4.16,4.13,4.13,11.5
194,2015.0,Mariners,76.0,86.0,45.0,671.0,162.0,1463.0,1283.0,7.89,3.02,1.11,0.298,0.728,0.46299999999999997,0.125,4.16,4.14,3.99,10.6
195,2016.0,Yankees,84.0,78.0,48.0,645.0,162.0,1428.1,1393.0,8.78,2.8,1.35,0.292,0.742,0.469,0.155,4.16,4.2,3.86,18.6
196,2008.0,Twins,88.0,75.0,42.0,648.0,163.0,1459.0,995.0,6.14,2.5,1.13,0.301,0.721,0.42,0.102,4.18,4.3,4.29,13.3
197,2009.0,Reds,78.0,84.0,41.0,640.0,162.0,1458.1,1069.0,6.6,3.56,1.16,0.283,0.7440000000000001,0.42100000000000004,0.109,4.18,4.63,4.5,10.7
198,2010.0,Red Sox,89.0,73.0,44.0,605.0,162.0,1456.2,1207.0,7.46,3.58,0.94,0.292,0.7090000000000001,0.436,0.09,4.19,4.08,4.13,15.5
199,2011.0,Mets,77.0,85.0,43.0,676.0,162.0,1448.0,1126.0,7.0,3.19,0.91,0.299,0.7120000000000001,0.461,0.094,4.19,4.0,4.04,10.3
200,2016.0,Rays,68.0,94.0,42.0,647.0,162.0,1426.1,1357.0,8.56,3.1,1.33,0.297,0.742,0.41,0.131,4.2,4.26,4.22,11.6
201,2017.0,Angels,80.0,82.0,43.0,705.0,162.0,1440.2,1312.0,8.2,2.94,1.4,0.289,0.7490000000000001,0.41600000000000004,0.141,4.2,4.43,4.37,12.6
202,2011.0,Red Sox,90.0,72.0,36.0,606.0,162.0,1457.1,1213.0,7.49,3.33,0.96,0.285,0.708,0.423,0.091,4.2,4.05,4.13,13.7
203,2013.0,Orioles,85.0,77.0,57.0,635.0,162.0,1453.0,1169.0,7.24,2.93,1.25,0.291,0.746,0.42200000000000004,0.129,4.2,4.33,3.99,10.7
204,2008.0,Cardinals,86.0,76.0,42.0,668.0,162.0,1454.0,957.0,5.92,3.07,1.01,0.295,0.7290000000000001,0.45299999999999996,0.10300000000000001,4.2,4.4,4.37,11.0
205,2016.0,Royals,81.0,81.0,41.0,634.0,162.0,1440.0,1287.0,8.04,3.23,1.29,0.298,0.754,0.44299999999999995,0.134,4.21,4.42,4.33,10.1
206,2016.0,Orioles,89.0,73.0,54.0,605.0,162.0,1432.0,1248.0,7.84,3.43,1.15,0.299,0.738,0.44799999999999995,0.126,4.22,4.31,4.34,15.4
207,2012.0,Brewers,83.0,79.0,44.0,674.0,162.0,1453.2,1402.0,8.68,3.25,1.05,0.313,0.721,0.43799999999999994,0.121,4.22,3.82,3.73,17.9
208,2016.0,Pirates,78.0,83.0,51.0,687.0,162.0,1450.2,1232.0,7.64,3.31,1.12,0.306,0.725,0.469,0.13,4.22,4.3,4.28,9.8
209,2017.0,Pirates,75.0,87.0,36.0,664.0,162.0,1440.2,1262.0,7.88,3.19,1.14,0.306,0.732,0.452,0.129,4.23,4.23,4.33,14.5
210,2010.0,Blue Jays,85.0,77.0,45.0,617.0,162.0,1440.2,1184.0,7.4,3.37,0.94,0.297,0.7120000000000001,0.457,0.095,4.23,4.04,4.03,16.5
211,2009.0,Rockies,92.0,70.0,45.0,646.0,162.0,1438.1,1154.0,7.22,3.3,0.88,0.299,0.713,0.473,0.099,4.24,3.96,3.99,21.2
212,2010.0,Cubs,75.0,87.0,40.0,644.0,162.0,1436.2,1268.0,7.94,3.79,0.96,0.298,0.7040000000000001,0.433,0.095,4.24,4.11,4.08,13.8
213,2016.0,Tigers,86.0,75.0,47.0,637.0,161.0,1428.0,1232.0,7.76,2.91,1.15,0.3,0.722,0.445,0.11699999999999999,4.24,4.16,4.31,17.1
214,2013.0,Angels,78.0,84.0,41.0,658.0,162.0,1457.2,1200.0,7.41,3.29,1.03,0.3,0.723,0.42100000000000004,0.10400000000000001,4.24,4.08,4.1,9.4
215,2011.0,Indians,80.0,82.0,38.0,645.0,162.0,1453.1,1024.0,6.34,2.87,0.95,0.293,0.695,0.45399999999999996,0.095,4.24,4.06,4.09,12.5
216,2015.0,Rangers,88.0,74.0,45.0,660.0,162.0,1442.2,1095.0,6.83,3.17,1.07,0.294,0.7240000000000001,0.442,0.11199999999999999,4.25,4.34,4.37,10.5
217,2014.0,Diamondbacks,64.0,98.0,35.0,650.0,162.0,1444.1,1278.0,7.96,2.92,0.96,0.312,0.703,0.461,0.111,4.26,3.83,3.63,10.5
218,2013.0,Blue Jays,74.0,88.0,39.0,649.0,162.0,1452.0,1208.0,7.49,3.1,1.21,0.293,0.723,0.44,0.12300000000000001,4.26,4.3,4.04,9.9
219,2009.0,Yankees,103.0,59.0,51.0,623.0,162.0,1450.0,1260.0,7.82,3.56,1.12,0.29,0.7190000000000001,0.423,0.111,4.28,4.32,4.17,19.2
220,2015.0,Brewers,68.0,94.0,40.0,658.0,162.0,1435.0,1260.0,7.9,3.24,1.1,0.303,0.721,0.461,0.127,4.28,4.17,4.0,10.9
221,2016.0,Angels,74.0,88.0,29.0,689.0,162.0,1421.1,1136.0,7.19,3.15,1.32,0.301,0.75,0.408,0.125,4.28,4.62,4.66,7.3
222,2008.0,Yankees,89.0,73.0,42.0,637.0,162.0,1441.2,1141.0,7.12,3.05,0.89,0.307,0.71,0.457,0.09300000000000001,4.28,3.96,4.08,19.9
223,2010.0,Tigers,81.0,81.0,32.0,578.0,162.0,1444.1,1056.0,6.58,3.35,0.88,0.296,0.706,0.43799999999999994,0.083,4.29,4.14,4.31,15.8
224,2009.0,Athletics,75.0,87.0,38.0,650.0,162.0,1447.1,1124.0,6.99,3.25,0.97,0.302,0.703,0.441,0.092,4.29,4.1,4.24,16.6
225,2010.0,Indians,69.0,93.0,34.0,632.0,162.0,1433.0,967.0,6.07,3.59,0.92,0.297,0.7140000000000001,0.479,0.09300000000000001,4.3,4.4,4.41,7.8
226,2014.0,White Sox,73.0,89.0,36.0,615.0,162.0,1441.0,1152.0,7.2,3.48,0.87,0.306,0.7040000000000001,0.461,0.094,4.3,4.1,4.11,11.0
227,2012.0,Royals,72.0,90.0,44.0,662.0,162.0,1451.1,1177.0,7.3,3.36,1.01,0.311,0.7240000000000001,0.43200000000000005,0.105,4.3,4.18,4.29,13.5
228,2009.0,Marlins,87.0,75.0,45.0,692.0,162.0,1446.1,1248.0,7.77,3.74,1.0,0.298,0.7070000000000001,0.433,0.099,4.32,4.15,4.18,13.9
229,2013.0,Mariners,71.0,91.0,43.0,610.0,162.0,1465.0,1297.0,7.97,2.94,1.07,0.303,0.7070000000000001,0.45299999999999996,0.11800000000000001,4.32,3.89,3.72,14.0
230,2011.0,Blue Jays,81.0,81.0,33.0,636.0,162.0,1458.2,1169.0,7.21,3.33,1.1,0.29,0.716,0.444,0.113,4.33,4.29,4.06,10.3
231,2018.0,Rockies,91.0,72.0,51.0,681.0,163.0,1452.1,1409.0,8.73,3.25,1.14,0.299,0.713,0.452,0.135,4.33,4.06,3.96,18.9
232,2013.0,Phillies,73.0,89.0,32.0,628.0,162.0,1436.1,1199.0,7.51,3.17,0.95,0.306,0.705,0.445,0.10099999999999999,4.34,3.94,4.0,12.9
233,2015.0,Red Sox,78.0,84.0,40.0,637.0,162.0,1448.1,1218.0,7.57,2.97,1.11,0.305,0.7170000000000001,0.441,0.11599999999999999,4.34,4.17,4.14,10.9
234,2009.0,Tigers,86.0,77.0,42.0,602.0,163.0,1447.0,1102.0,6.85,3.69,1.13,0.293,0.732,0.42700000000000005,0.106,4.34,4.53,4.45,13.5
235,2011.0,Cubs,71.0,91.0,40.0,657.0,162.0,1434.1,1224.0,7.68,3.64,1.02,0.301,0.713,0.43,0.10300000000000001,4.34,4.11,4.02,11.4
236,2015.0,Reds,64.0,98.0,35.0,683.0,162.0,1453.1,1252.0,7.75,3.37,1.1,0.297,0.7170000000000001,0.441,0.121,4.35,4.24,4.14,10.1
237,2009.0,Red Sox,95.0,67.0,41.0,625.0,162.0,1436.2,1230.0,7.71,3.32,1.05,0.309,0.73,0.409,0.094,4.35,4.14,4.25,17.8
238,2009.0,Rays,84.0,78.0,41.0,672.0,162.0,1427.1,1125.0,7.09,3.25,1.15,0.289,0.7120000000000001,0.415,0.105,4.36,4.37,4.3,13.4
239,2009.0,Padres,75.0,87.0,45.0,689.0,162.0,1450.2,1187.0,7.36,3.74,1.04,0.294,0.7090000000000001,0.435,0.10099999999999999,4.37,4.3,4.29,11.3
240,2008.0,Giants,72.0,90.0,41.0,640.0,162.0,1442.0,1240.0,7.74,4.07,0.92,0.3,0.7140000000000001,0.392,0.08800000000000001,4.38,4.24,4.44,14.8
241,2016.0,Rangers,95.0,67.0,56.0,641.0,162.0,1443.0,1154.0,7.2,3.33,1.25,0.292,0.728,0.455,0.135,4.38,4.58,4.49,11.5
242,2009.0,Rangers,87.0,75.0,45.0,598.0,162.0,1434.2,1016.0,6.37,3.33,1.07,0.288,0.721,0.425,0.1,4.38,4.49,4.5,15.8
243,2008.0,Astros,86.0,75.0,48.0,649.0,161.0,1425.1,1095.0,6.91,3.11,1.24,0.293,0.728,0.433,0.121,4.39,4.53,4.24,11.3
244,2008.0,Padres,63.0,99.0,30.0,653.0,162.0,1458.1,1100.0,6.79,3.46,1.02,0.294,0.7090000000000001,0.424,0.10099999999999999,4.41,4.33,4.33,12.2
245,2018.0,Padres,66.0,96.0,36.0,697.0,162.0,1457.0,1399.0,8.64,3.21,1.14,0.305,0.711,0.444,0.136,4.41,4.1,3.99,12.7
246,2015.0,Braves,67.0,95.0,44.0,694.0,162.0,1425.1,1148.0,7.25,3.47,1.07,0.305,0.7140000000000001,0.434,0.113,4.41,4.34,4.36,4.9
247,2017.0,Blue Jays,76.0,86.0,45.0,740.0,162.0,1465.0,1372.0,8.43,3.37,1.25,0.303,0.718,0.45399999999999996,0.133,4.42,4.31,4.36,16.2
248,2013.0,Rockies,74.0,88.0,35.0,665.0,162.0,1436.0,1064.0,6.67,3.24,0.85,0.314,0.7020000000000001,0.474,0.1,4.44,3.96,4.02,15.2
249,2011.0,Rockies,73.0,89.0,41.0,679.0,162.0,1447.2,1118.0,6.95,3.25,1.09,0.298,0.706,0.461,0.11599999999999999,4.44,4.24,3.98,12.2
250,2009.0,Diamondbacks,70.0,92.0,36.0,645.0,162.0,1447.2,1158.0,7.2,3.26,1.04,0.298,0.698,0.43200000000000005,0.10300000000000001,4.44,4.2,4.17,15.4
251,2008.0,Marlins,84.0,77.0,36.0,672.0,161.0,1435.1,1127.0,7.07,3.67,1.01,0.29,0.706,0.41700000000000004,0.098,4.44,4.37,4.42,13.1
252,2016.0,Padres,68.0,94.0,35.0,672.0,162.0,1440.0,1222.0,7.64,3.56,1.14,0.296,0.713,0.46399999999999997,0.126,4.44,4.4,4.42,9.4
253,2011.0,Royals,71.0,91.0,37.0,582.0,162.0,1451.1,1080.0,6.7,3.45,1.01,0.299,0.715,0.439,0.099,4.45,4.27,4.24,9.4
254,2009.0,Angels,97.0,65.0,51.0,596.0,162.0,1445.0,1062.0,6.61,3.26,1.12,0.301,0.7240000000000001,0.41700000000000004,0.10099999999999999,4.45,4.45,4.46,13.6
255,2017.0,Mariners,78.0,84.0,39.0,689.0,162.0,1440.1,1244.0,7.77,3.06,1.48,0.283,0.727,0.40299999999999997,0.141,4.46,4.7,4.64,9.8
256,2008.0,Indians,81.0,81.0,31.0,561.0,162.0,1437.0,986.0,6.18,2.78,1.06,0.301,0.7070000000000001,0.447,0.105,4.46,4.33,4.28,13.0
257,2009.0,Mets,70.0,92.0,39.0,673.0,162.0,1426.0,1031.0,6.51,3.89,1.0,0.292,0.718,0.425,0.091,4.46,4.5,4.66,8.6
258,2009.0,Blue Jays,75.0,87.0,25.0,607.0,162.0,1451.0,1181.0,7.33,3.42,1.12,0.308,0.722,0.45,0.11599999999999999,4.47,4.35,4.13,15.4
259,2008.0,Braves,72.0,90.0,26.0,707.0,162.0,1440.2,1076.0,6.72,3.66,0.97,0.293,0.6970000000000001,0.483,0.114,4.47,4.35,4.2,11.5
260,2014.0,Rangers,67.0,95.0,33.0,638.0,162.0,1426.1,1110.0,7.0,3.19,1.01,0.31,0.7040000000000001,0.395,0.09300000000000001,4.49,4.22,4.26,8.2
261,2009.0,Twins,87.0,76.0,48.0,643.0,163.0,1453.0,1052.0,6.52,2.89,1.15,0.301,0.72,0.409,0.09699999999999999,4.5,4.39,4.45,13.2
262,2017.0,Giants,64.0,98.0,32.0,664.0,162.0,1452.0,1234.0,7.65,3.07,1.13,0.308,0.711,0.425,0.115,4.5,4.22,4.53,11.4
263,2008.0,Royals,75.0,87.0,44.0,601.0,162.0,1445.2,1085.0,6.75,3.21,0.99,0.298,0.691,0.419,0.092,4.5,4.21,4.36,16.7
264,2018.0,Twins,78.0,84.0,37.0,728.0,162.0,1443.1,1377.0,8.59,3.57,1.23,0.302,0.7240000000000001,0.41600000000000004,0.132,4.5,4.39,4.33,12.5
265,2016.0,Braves,68.0,93.0,39.0,748.0,161.0,1447.2,1227.0,7.63,3.4,1.1,0.293,0.7020000000000001,0.447,0.11699999999999999,4.51,4.32,4.48,9.0
266,2012.0,Cubs,61.0,101.0,28.0,655.0,162.0,1413.2,1128.0,7.18,3.65,1.11,0.291,0.713,0.43200000000000005,0.11800000000000001,4.51,4.46,4.39,4.6
267,2011.0,Astros,56.0,106.0,25.0,665.0,162.0,1435.0,1191.0,7.47,3.51,1.18,0.301,0.708,0.43200000000000005,0.12,4.51,4.35,4.02,6.3
268,2017.0,Rockies,87.0,75.0,47.0,711.0,162.0,1437.2,1270.0,7.95,3.33,1.19,0.305,0.722,0.485,0.142,4.51,4.32,4.26,18.1
269,2016.0,Athletics,69.0,93.0,42.0,654.0,162.0,1433.1,1188.0,7.46,2.91,1.16,0.299,0.7070000000000001,0.462,0.125,4.51,4.24,4.28,11.7
270,2009.0,Astros,74.0,88.0,39.0,659.0,162.0,1430.0,1144.0,7.2,3.44,1.11,0.311,0.72,0.456,0.115,4.54,4.35,4.16,11.7
271,2008.0,Reds,74.0,88.0,34.0,669.0,162.0,1442.1,1227.0,7.66,3.48,1.25,0.312,0.725,0.42700000000000005,0.127,4.55,4.54,4.18,12.9
272,2013.0,Twins,66.0,96.0,40.0,673.0,162.0,1450.1,985.0,6.11,2.84,1.04,0.309,0.7020000000000001,0.43700000000000006,0.102,4.55,4.23,4.28,9.0
273,2012.0,Astros,55.0,107.0,31.0,703.0,162.0,1423.1,1170.0,7.4,3.41,1.09,0.306,0.7,0.479,0.122,4.57,4.27,4.15,9.2
274,2017.0,Phillies,66.0,96.0,33.0,668.0,162.0,1441.0,1309.0,8.18,3.29,1.38,0.304,0.73,0.429,0.141,4.57,4.56,4.5,11.8
275,2014.0,Twins,70.0,92.0,38.0,653.0,162.0,1435.0,1031.0,6.47,2.56,0.92,0.315,0.6890000000000001,0.418,0.086,4.58,3.97,4.12,11.2
276,2010.0,Brewers,77.0,85.0,35.0,657.0,162.0,1439.0,1258.0,7.87,3.64,1.08,0.308,0.7,0.418,0.10300000000000001,4.59,4.21,4.07,11.2
277,2010.0,Orioles,66.0,96.0,35.0,616.0,162.0,1436.1,1007.0,6.31,3.26,1.17,0.294,0.713,0.42100000000000004,0.102,4.59,4.57,4.44,11.1
278,2009.0,Pirates,62.0,99.0,28.0,617.0,161.0,1418.1,919.0,5.83,3.57,0.96,0.3,0.706,0.43799999999999994,0.091,4.59,4.48,4.63,8.7
279,2011.0,Twins,63.0,99.0,32.0,619.0,162.0,1421.2,940.0,5.95,3.04,1.02,0.307,0.691,0.44,0.095,4.6,4.3,4.33,8.0
280,2018.0,Tigers,64.0,98.0,37.0,704.0,162.0,1425.1,1215.0,7.67,3.1,1.36,0.291,0.705,0.396,0.129,4.6,4.59,4.55,8.8
281,2017.0,Twins,85.0,77.0,42.0,682.0,162.0,1436.0,1166.0,7.31,3.03,1.4,0.296,0.725,0.424,0.135,4.6,4.71,4.75,10.3
282,2017.0,Royals,80.0,82.0,39.0,700.0,162.0,1437.2,1216.0,7.61,3.25,1.23,0.303,0.7090000000000001,0.43700000000000006,0.12,4.63,4.43,4.68,12.5
283,2015.0,Tigers,74.0,87.0,35.0,666.0,161.0,1447.0,1100.0,6.84,3.04,1.2,0.298,0.6970000000000001,0.429,0.12,4.64,4.46,4.36,9.1
284,2016.0,Phillies,71.0,91.0,43.0,667.0,162.0,1437.0,1299.0,8.14,2.92,1.33,0.304,0.705,0.41,0.138,4.64,4.34,4.21,12.7
285,2012.0,Blue Jays,73.0,89.0,29.0,657.0,162.0,1443.2,1142.0,7.12,3.58,1.27,0.291,0.72,0.465,0.141,4.64,4.66,4.3,7.4
286,2018.0,Reds,67.0,95.0,38.0,706.0,162.0,1441.0,1258.0,7.86,3.32,1.42,0.3,0.715,0.444,0.158,4.65,4.68,4.28,6.2
287,2008.0,Nationals,59.0,102.0,28.0,678.0,161.0,1434.0,1063.0,6.67,3.69,1.19,0.296,0.701,0.424,0.11599999999999999,4.66,4.71,4.49,8.2
288,2017.0,Athletics,75.0,87.0,35.0,687.0,162.0,1431.0,1202.0,7.56,3.16,1.32,0.294,0.6890000000000001,0.449,0.139,4.67,4.57,4.54,9.7
289,2015.0,Phillies,63.0,99.0,35.0,665.0,162.0,1436.1,1153.0,7.22,3.06,1.2,0.316,0.711,0.44,0.122,4.69,4.4,4.29,8.4
290,2017.0,Padres,71.0,91.0,45.0,679.0,162.0,1430.2,1325.0,8.34,3.49,1.42,0.299,0.711,0.475,0.16399999999999998,4.7,4.68,4.34,8.2
291,2017.0,Rangers,78.0,84.0,29.0,626.0,162.0,1434.1,1107.0,6.95,3.51,1.34,0.289,0.7090000000000001,0.442,0.136,4.7,4.88,4.89,9.7
292,2017.0,Braves,72.0,90.0,36.0,692.0,162.0,1441.1,1258.0,7.86,3.65,1.2,0.302,0.701,0.445,0.125,4.72,4.51,4.67,9.8
293,2012.0,Red Sox,69.0,93.0,35.0,651.0,162.0,1443.0,1176.0,7.33,3.3,1.19,0.296,0.696,0.46399999999999997,0.132,4.72,4.41,4.16,7.0
294,2008.0,Mariners,61.0,101.0,36.0,631.0,162.0,1435.1,1016.0,6.37,3.93,1.01,0.307,0.7070000000000001,0.447,0.098,4.73,4.59,4.64,7.8
295,2018.0,Marlins,63.0,98.0,30.0,707.0,161.0,1442.0,1249.0,7.8,3.78,1.2,0.29,0.6990000000000001,0.409,0.121,4.76,4.57,4.65,3.4
296,2012.0,Twins,66.0,96.0,35.0,661.0,162.0,1438.2,943.0,5.9,2.91,1.24,0.294,0.6890000000000001,0.457,0.127,4.77,4.66,4.46,3.7
297,2008.0,Rockies,74.0,88.0,36.0,647.0,162.0,1446.0,1041.0,6.48,3.5,0.92,0.309,0.6859999999999999,0.46799999999999997,0.1,4.77,4.3,4.32,17.7
298,2017.0,White Sox,67.0,95.0,25.0,682.0,162.0,1421.2,1193.0,7.55,4.0,1.53,0.281,0.7240000000000001,0.419,0.147,4.78,5.17,5.01,3.4
299,2012.0,Indians,68.0,94.0,43.0,656.0,162.0,1442.0,1086.0,6.78,3.39,1.09,0.3,0.6759999999999999,0.45899999999999996,0.114,4.79,4.4,4.39,8.8
300,2013.0,Astros,51.0,111.0,32.0,610.0,162.0,1440.0,1084.0,6.78,3.85,1.19,0.303,0.7,0.439,0.11800000000000001,4.79,4.67,4.48,2.0
301,2010.0,Diamondbacks,65.0,97.0,35.0,616.0,162.0,1432.0,1070.0,6.72,3.44,1.32,0.296,0.701,0.418,0.12,4.81,4.76,4.35,3.5
302,2017.0,Marlins,77.0,85.0,34.0,742.0,162.0,1442.2,1202.0,7.5,3.91,1.2,0.298,0.7070000000000001,0.425,0.122,4.82,4.69,4.9,6.0
303,2009.0,Royals,65.0,97.0,34.0,588.0,162.0,1426.0,1153.0,7.28,3.79,1.05,0.307,0.68,0.43799999999999994,0.1,4.83,4.36,4.38,14.5
304,2009.0,Brewers,80.0,82.0,44.0,674.0,162.0,1435.0,1104.0,6.92,3.81,1.3,0.295,0.7190000000000001,0.426,0.12,4.84,4.84,4.54,5.4
305,2018.0,White Sox,62.0,100.0,34.0,715.0,162.0,1437.0,1259.0,7.89,4.09,1.23,0.292,0.6940000000000001,0.408,0.11699999999999999,4.85,4.73,4.88,7.3
306,2018.0,Blue Jays,73.0,89.0,39.0,752.0,162.0,1433.2,1298.0,8.15,3.46,1.31,0.306,0.7,0.425,0.127,4.85,4.53,4.54,9.6
307,2014.0,Rockies,66.0,96.0,24.0,709.0,162.0,1431.0,1074.0,6.75,3.34,1.09,0.307,0.6920000000000001,0.47700000000000004,0.127,4.86,4.43,4.04,5.7
308,2008.0,Tigers,74.0,88.0,34.0,602.0,162.0,1445.0,991.0,6.17,4.01,1.07,0.302,0.6940000000000001,0.42,0.09699999999999999,4.91,4.79,4.86,6.8
309,2016.0,Reds,68.0,94.0,28.0,646.0,162.0,1442.0,1241.0,7.75,3.97,1.61,0.29,0.728,0.41600000000000004,0.159,4.91,5.24,4.79,-1.0
310,2016.0,Rockies,75.0,87.0,37.0,695.0,162.0,1429.1,1223.0,7.7,3.44,1.14,0.317,0.68,0.491,0.141,4.92,4.38,4.23,13.4
311,2011.0,Orioles,69.0,93.0,32.0,640.0,162.0,1446.2,1044.0,6.49,3.33,1.31,0.302,0.695,0.431,0.121,4.92,4.67,4.29,6.3
312,2018.0,Rangers,67.0,95.0,42.0,668.0,162.0,1431.0,1121.0,7.05,3.09,1.4,0.299,0.696,0.43,0.141,4.92,4.79,4.59,8.1
313,2018.0,Royals,58.0,104.0,33.0,645.0,162.0,1432.0,1157.0,7.27,3.45,1.29,0.309,0.706,0.431,0.13,4.95,4.66,4.63,5.1
314,2017.0,Orioles,75.0,87.0,35.0,654.0,162.0,1441.0,1233.0,7.7,3.62,1.51,0.302,0.722,0.446,0.154,4.97,4.96,4.72,7.8
315,2010.0,Royals,67.0,95.0,44.0,603.0,162.0,1436.2,1035.0,6.48,3.45,1.1,0.304,0.6859999999999999,0.425,0.098,4.97,4.48,4.41,8.2
316,2010.0,Pirates,57.0,105.0,31.0,679.0,162.0,1411.2,1026.0,6.54,3.43,1.06,0.311,0.674,0.44,0.1,5.0,4.45,4.35,4.7
317,2017.0,Mets,70.0,92.0,34.0,730.0,162.0,1434.2,1374.0,8.62,3.72,1.38,0.319,0.705,0.444,0.149,5.01,4.59,4.42,9.1
318,2009.0,Nationals,59.0,103.0,33.0,694.0,162.0,1424.1,911.0,5.76,3.97,1.09,0.296,0.679,0.444,0.10300000000000001,5.02,4.82,4.8,4.8
319,2015.0,Rockies,68.0,94.0,36.0,746.0,162.0,1426.1,1112.0,7.02,3.65,1.15,0.318,0.6990000000000001,0.47700000000000004,0.132,5.04,4.56,4.33,6.3
320,2009.0,Indians,65.0,97.0,25.0,607.0,162.0,1434.0,986.0,6.19,3.75,1.15,0.305,0.6890000000000001,0.431,0.10300000000000001,5.07,4.73,4.69,7.9
321,2016.0,Twins,59.0,103.0,26.0,695.0,162.0,1443.0,1191.0,7.43,2.99,1.38,0.319,0.6829999999999999,0.43,0.139,5.09,4.57,4.42,8.9
322,2016.0,Diamondbacks,69.0,93.0,31.0,737.0,162.0,1451.1,1318.0,8.17,3.74,1.25,0.32,0.687,0.46,0.141,5.09,4.5,4.34,8.9
323,2008.0,Pirates,67.0,95.0,34.0,659.0,162.0,1455.0,963.0,5.96,4.06,1.09,0.311,0.695,0.44,0.10800000000000001,5.1,4.84,4.74,4.4
324,2008.0,Orioles,68.0,93.0,35.0,653.0,161.0,1422.0,922.0,5.84,4.35,1.16,0.298,0.701,0.446,0.107,5.15,5.14,5.04,3.7
