,Home Team,Away Team,Home Team Score,Away Team Score
1118,Pittsburgh Pirates,Chicago Cubs,2,1
1119,Toronto Blue Jays,Cincinnati Reds,3,4
1120,Detroit Tigers,Cleveland Indians,10,4
1121,Milwaukee Brewers,Colorado Rockies,6,5
1122,Seattle Mariners,Kansas City Royals,2,1
1123,New York Mets,Miami Marlins,11,5
1124,Chicago White Sox,Minnesota Twins,5,6
1125,Baltimore Orioles,New York Yankees,8,0
1126,Boston Red Sox,Oakland Athletics,7,6
1127,Los Angeles Dodgers,San Diego Padres,2,1
1128,Philadelphia Phillies,St. Louis Cardinals,3,5
1129,Houston Astros,Tampa Bay Rays,2,5
1130,Atlanta Braves,Washington Nationals,1,4
1131,Chicago White Sox,Baltimore Orioles,4,6
1132,Cincinnati Reds,Chicago Cubs,6,1
1133,St. Louis Cardinals,Colorado Rockies,8,0
1134,Los Angeles Dodgers,Kansas City Royals,3,5
1135,Washington Nationals,Milwaukee Brewers,3,0
1136,Miami Marlins,Philadelphia Phillies,4,0
1137,Boston Red Sox,Seattle Mariners,3,12
1138,San Diego Padres,San Francisco Giants,6,0
1139,Pittsburgh Pirates,Tampa Bay Rays,8,1
1140,New York Yankees,Toronto Blue Jays,3,8
1141,Minnesota Twins,LA Angels of Anaheim,6,8
1142,Cleveland Indians,Arizona D'Backs,8,9
1143,Chicago White Sox,Baltimore Orioles,4,2
1144,Cincinnati Reds,Chicago Cubs,3,7
1145,St. Louis Cardinals,Colorado Rockies,5,10
1146,Atlanta Braves,Houston Astros,3,2
1147,Los Angeles Dodgers,Kansas City Royals,2,0
1148,Washington Nationals,Milwaukee Brewers,4,2
1149,Oakland Athletics,New York Mets,1,10
1150,Miami Marlins,Philadelphia Phillies,4,7
1151,Boston Red Sox,Seattle Mariners,2,8
1152,San Diego Padres,San Francisco Giants,7,2
1153,Pittsburgh Pirates,Tampa Bay Rays,6,5
1154,Detroit Tigers,Texas Rangers,8,2
1155,New York Yankees,Toronto Blue Jays,6,7
1156,Minnesota Twins,LA Angels of Anaheim,2,6
1157,Cleveland Indians,Arizona D'Backs,6,1
1158,Chicago White Sox,Baltimore Orioles,4,5
1159,Cincinnati Reds,Chicago Cubs,4,1
1160,St. Louis Cardinals,Colorado Rockies,9,6
1161,Atlanta Braves,Houston Astros,4,0
1162,Los Angeles Dodgers,Kansas City Royals,5,4
1163,Washington Nationals,Milwaukee Brewers,2,9
1164,Oakland Athletics,New York Mets,8,5
1165,Miami Marlins,Philadelphia Phillies,3,2
1166,Boston Red Sox,Seattle Mariners,5,4
1167,San Diego Padres,San Francisco Giants,0,4
1168,Pittsburgh Pirates,Tampa Bay Rays,1,5
1169,Detroit Tigers,Texas Rangers,8,6
1170,New York Yankees,Toronto Blue Jays,5,3
1171,Minnesota Twins,LA Angels of Anaheim,4,6
1172,Washington Nationals,Chicago Cubs,3,5
1173,Atlanta Braves,Houston Astros,1,6
1174,St. Louis Cardinals,Los Angeles Dodgers,0,1
1175,Colorado Rockies,Milwaukee Brewers,4,7
1176,Miami Marlins,Philadelphia Phillies,3,5
1177,New York Mets,Pittsburgh Pirates,2,5
1178,Cincinnati Reds,San Francisco Giants,3,1
1179,Detroit Tigers,Texas Rangers,6,0
1180,Chicago White Sox,Toronto Blue Jays,0,7
1181,Tampa Bay Rays,Baltimore Orioles,5,2
1182,Tampa Bay Rays,Baltimore Orioles,1,4
1183,Washington Nationals,Chicago Cubs,2,7
1184,Detroit Tigers,Houston Astros,3,4
1185,LA Angels of Anaheim,Kansas City Royals,6,8
1186,St. Louis Cardinals,Los Angeles Dodgers,3,1
1187,Oakland Athletics,Miami Marlins,9,5
1188,Colorado Rockies,Milwaukee Brewers,2,3
1189,Boston Red Sox,New York Yankees,0,6
1190,Atlanta Braves,Philadelphia Phillies,4,2
1191,New York Mets,Pittsburgh Pirates,2,3
1192,Arizona D'Backs,San Diego Padres,2,1
1193,Cleveland Indians,Seattle Mariners,2,3
1194,Cincinnati Reds,San Francisco Giants,6,2
1195,Minnesota Twins,Texas Rangers,4,5
1196,Chicago White Sox,Toronto Blue Jays,5,4
1197,Tampa Bay Rays,Baltimore Orioles,5,4
1198,Washington Nationals,Chicago Cubs,3,0
1199,Washington Nationals,Chicago Cubs,7,2
1200,Detroit Tigers,Houston Astros,4,3
1201,LA Angels of Anaheim,Kansas City Royals,6,2
1202,St. Louis Cardinals,Los Angeles Dodgers,1,9
1203,Oakland Athletics,Miami Marlins,7,6
1204,Colorado Rockies,Milwaukee Brewers,4,7
1205,Boston Red Sox,New York Yankees,2,1
1206,Atlanta Braves,Philadelphia Phillies,10,3
1207,Atlanta Braves,Philadelphia Phillies,5,1
1208,New York Mets,Pittsburgh Pirates,5,3
1209,Arizona D'Backs,San Diego Padres,3,1
1210,Cleveland Indians,Seattle Mariners,5,0
1211,Cincinnati Reds,San Francisco Giants,7,3
1212,Minnesota Twins,Texas Rangers,0,5
1213,Chicago White Sox,Toronto Blue Jays,4,3
1214,Tampa Bay Rays,Baltimore Orioles,12,7
1215,Detroit Tigers,Houston Astros,4,6
1216,LA Angels of Anaheim,Kansas City Royals,4,5
1217,St. Louis Cardinals,Los Angeles Dodgers,0,6
1218,Oakland Athletics,Miami Marlins,4,3
1219,Colorado Rockies,Milwaukee Brewers,10,4
1220,Boston Red Sox,New York Yankees,8,5
1221,Atlanta Braves,Philadelphia Phillies,3,2
1222,New York Mets,Pittsburgh Pirates,2,5
1223,Arizona D'Backs,San Diego Padres,1,2
1224,Cleveland Indians,Seattle Mariners,0,3
1225,Cincinnati Reds,San Francisco Giants,4,0
1226,Minnesota Twins,Texas Rangers,3,2
1227,Chicago White Sox,Toronto Blue Jays,4,0
1228,New York Mets,Atlanta Braves,3,5
1229,Texas Rangers,Baltimore Orioles,1,7
1230,Chicago Cubs,Boston Red Sox,2,0
1231,Oakland Athletics,Detroit Tigers,4,5
1232,Seattle Mariners,Houston Astros,10,4
1233,Cleveland Indians,Los Angeles Dodgers,0,1
1234,Kansas City Royals,Minnesota Twins,6,1
1235,Tampa Bay Rays,New York Yankees,4,3
1236,Cincinnati Reds,San Diego Padres,0,1
1237,Colorado Rockies,Washington Nationals,3,7
1238,New York Mets,Atlanta Braves,4,5
1239,Texas Rangers,Baltimore Orioles,3,8
1240,Chicago Cubs,Boston Red Sox,2,1
1241,LA Angels of Anaheim,Chicago White Sox,8,4
1242,LA Angels of Anaheim,Chicago White Sox,7,5
1243,Oakland Athletics,Detroit Tigers,0,3
1244,Seattle Mariners,Houston Astros,13,2
1245,Cleveland Indians,Los Angeles Dodgers,10,3
1246,Philadelphia Phillies,Miami Marlins,4,5
1247,Kansas City Royals,Minnesota Twins,2,10
1248,Tampa Bay Rays,New York Yankees,2,1
1249,Arizona D'Backs,Pittsburgh Pirates,2,3
1250,Cincinnati Reds,San Diego Padres,2,8
1251,St. Louis Cardinals,San Francisco Giants,0,5
1252,Milwaukee Brewers,Toronto Blue Jays,1,4
1253,Colorado Rockies,Washington Nationals,1,7
1254,New York Mets,Atlanta Braves,1,3
1255,Texas Rangers,Baltimore Orioles,4,6
1256,Chicago Cubs,Boston Red Sox,16,9
1257,LA Angels of Anaheim,Chicago White Sox,2,3
1258,Oakland Athletics,Detroit Tigers,3,9
1259,Seattle Mariners,Houston Astros,5,2
1260,Cleveland Indians,Los Angeles Dodgers,5,4
1261,Philadelphia Phillies,Miami Marlins,0,5
1262,Kansas City Royals,Minnesota Twins,4,0
1263,Tampa Bay Rays,New York Yankees,6,3
1264,Arizona D'Backs,Pittsburgh Pirates,1,5
1265,Cincinnati Reds,San Diego Padres,0,3
1266,St. Louis Cardinals,San Francisco Giants,2,0
1267,Milwaukee Brewers,Toronto Blue Jays,4,7
1268,Colorado Rockies,Washington Nationals,3,4
1269,Houston Astros,LA Angels of Anaheim,2,5
1270,Texas Rangers,Baltimore Orioles,2,5
1271,Los Angeles Dodgers,Colorado Rockies,3,2
1272,Tampa Bay Rays,Detroit Tigers,1,8
1273,Philadelphia Phillies,Miami Marlins,5,4
1274,New York Yankees,Minnesota Twins,7,4
1275,Toronto Blue Jays,Oakland Athletics,1,4
1276,Arizona D'Backs,Pittsburgh Pirates,10,2
1277,St. Louis Cardinals,San Francisco Giants,7,2
1278,Houston Astros,LA Angels of Anaheim,6,7
1279,Arizona D'Backs,Atlanta Braves,2,5
1280,Seattle Mariners,Chicago White Sox,1,7
1281,Milwaukee Brewers,Cincinnati Reds,2,4
1282,Kansas City Royals,Cleveland Indians,7,1
1283,Los Angeles Dodgers,Colorado Rockies,9,0
1284,Tampa Bay Rays,Detroit Tigers,6,3
1285,New York Yankees,Minnesota Twins,6,5
1286,Texas Rangers,New York Mets,5,6
1287,Toronto Blue Jays,Oakland Athletics,0,1
1288,Philadelphia Phillies,Pittsburgh Pirates,2,8
1289,San Francisco Giants,San Diego Padres,0,2
1290,Miami Marlins,St. Louis Cardinals,2,3
1291,Chicago Cubs,Washington Nationals,7,2
1292,Houston Astros,LA Angels of Anaheim,5,11
1293,Arizona D'Backs,Atlanta Braves,4,10
1294,Baltimore Orioles,Boston Red Sox,2,3
1295,Baltimore Orioles,Boston Red Sox,7,4
1296,Seattle Mariners,Chicago White Sox,3,2
1297,Milwaukee Brewers,Cincinnati Reds,1,0
1298,Kansas City Royals,Cleveland Indians,3,7
1299,Los Angeles Dodgers,Colorado Rockies,7,8
1300,Tampa Bay Rays,Detroit Tigers,7,2
1301,New York Yankees,Minnesota Twins,1,2
1302,Texas Rangers,New York Mets,5,3
1303,Toronto Blue Jays,Oakland Athletics,1,5
1304,Philadelphia Phillies,Pittsburgh Pirates,2,3
1305,San Francisco Giants,San Diego Padres,5,3
1306,Miami Marlins,St. Louis Cardinals,6,5
1307,Chicago Cubs,Washington Nationals,0,13
1308,Houston Astros,LA Angels of Anaheim,1,6
1309,Arizona D'Backs,Atlanta Braves,3,1
1310,Baltimore Orioles,Boston Red Sox,7,6
1311,Seattle Mariners,Chicago White Sox,0,1
1312,Milwaukee Brewers,Cincinnati Reds,2,4
1313,Kansas City Royals,Cleveland Indians,1,4
1314,Los Angeles Dodgers,Colorado Rockies,8,2
1315,Tampa Bay Rays,Detroit Tigers,7,3
1316,New York Yankees,Minnesota Twins,9,7
1317,Texas Rangers,New York Mets,4,8
1318,Toronto Blue Jays,Oakland Athletics,2,4
1319,Philadelphia Phillies,Pittsburgh Pirates,2,6
1320,San Francisco Giants,San Diego Padres,5,3
1321,Miami Marlins,St. Louis Cardinals,8,4
1322,Chicago Cubs,Washington Nationals,1,2
1323,Toronto Blue Jays,LA Angels of Anaheim,2,5
1324,Miami Marlins,Arizona D'Backs,1,9
1325,Chicago White Sox,Boston Red Sox,4,0
1326,Chicago Cubs,Cincinnati Reds,3,9
1327,New York Yankees,Cleveland Indians,5,3
1328,San Diego Padres,Colorado Rockies,6,1
1329,Philadelphia Phillies,Milwaukee Brewers,3,2
1330,Atlanta Braves,New York Mets,3,4
1331,San Francisco Giants,Oakland Athletics,0,5
1332,Minnesota Twins,Seattle Mariners,0,2
1333,Pittsburgh Pirates,St. Louis Cardinals,0,2
1334,Kansas City Royals,Tampa Bay Rays,6,0
1335,Houston Astros,Texas Rangers,12,7
1336,Baltimore Orioles,Washington Nationals,8,2
1337,Toronto Blue Jays,LA Angels of Anaheim,4,0
1338,Miami Marlins,Arizona D'Backs,2,1
1339,Chicago White Sox,Boston Red Sox,8,3
1340,Chicago Cubs,Cincinnati Reds,2,4
1341,Chicago Cubs,Cincinnati Reds,5,6
1342,New York Yankees,Cleveland Indians,3,5
1343,San Diego Padres,Colorado Rockies,1,2
1344,Los Angeles Dodgers,Detroit Tigers,5,14
1345,Philadelphia Phillies,Milwaukee Brewers,9,7
1346,Atlanta Braves,New York Mets,3,8
1347,San Francisco Giants,Oakland Athletics,1,6
1348,Minnesota Twins,Seattle Mariners,2,0
1349,Pittsburgh Pirates,St. Louis Cardinals,4,5
1350,Kansas City Royals,Tampa Bay Rays,3,4
1351,Houston Astros,Texas Rangers,8,3
1352,Toronto Blue Jays,LA Angels of Anaheim,7,8
1353,Miami Marlins,Arizona D'Backs,3,4
1354,Washington Nationals,Baltimore Orioles,6,2
1355,Chicago White Sox,Boston Red Sox,4,5
1356,Chicago Cubs,Cincinnati Reds,1,4
1357,New York Yankees,Cleveland Indians,5,4
1358,San Diego Padres,Colorado Rockies,3,6
1359,Los Angeles Dodgers,Detroit Tigers,1,4
1360,Philadelphia Phillies,Milwaukee Brewers,4,1
1361,Atlanta Braves,New York Mets,1,4
1362,Minnesota Twins,Seattle Mariners,8,1
1363,Oakland Athletics,San Francisco Giants,2,5
1364,Pittsburgh Pirates,St. Louis Cardinals,2,5
1365,Kansas City Royals,Tampa Bay Rays,5,4
1366,Houston Astros,Texas Rangers,8,4
1367,Washington Nationals,Baltimore Orioles,3,4
1368,Chicago White Sox,Boston Red Sox,3,4
1369,Chicago Cubs,Cincinnati Reds,6,4
1370,New York Yankees,Cleveland Indians,3,9
1371,Detroit Tigers,Kansas City Royals,16,4
1372,San Diego Padres,Los Angeles Dodgers,1,2
1373,Philadelphia Phillies,Milwaukee Brewers,9,1
1374,Atlanta Braves,New York Mets,3,1
1375,Minnesota Twins,Seattle Mariners,4,2
1376,Oakland Athletics,San Francisco Giants,6,1
1377,Pittsburgh Pirates,St. Louis Cardinals,9,1
1378,LA Angels of Anaheim,Texas Rangers,15,6
1379,New York Yankees,Baltimore Orioles,2,3
1380,Atlanta Braves,Chicago Cubs,4,5
1381,Pittsburgh Pirates,Cincinnati Reds,5,6
1382,Chicago White Sox,Cleveland Indians,4,7
1383,Minnesota Twins,Colorado Rockies,2,6
1384,Boston Red Sox,Houston Astros,8,3
1385,Detroit Tigers,Kansas City Royals,2,1
1386,San Diego Padres,Los Angeles Dodgers,6,3
1387,St. Louis Cardinals,Milwaukee Brewers,7,6
1388,Miami Marlins,New York Mets,1,7
1389,Washington Nationals,Philadelphia Phillies,2,6
1390,Oakland Athletics,Seattle Mariners,2,3
1391,Arizona D'Backs,San Francisco Giants,0,5
1392,Toronto Blue Jays,Tampa Bay Rays,8,5
1393,LA Angels of Anaheim,Texas Rangers,3,0
1394,New York Yankees,Baltimore Orioles,3,0
1395,Atlanta Braves,Chicago Cubs,11,6
1396,Pittsburgh Pirates,Cincinnati Reds,6,5
1397,Chicago White Sox,Cleveland Indians,6,2
1398,Minnesota Twins,Colorado Rockies,9,3
1399,Boston Red Sox,Houston Astros,2,3
1400,Detroit Tigers,Kansas City Royals,5,1
1401,San Diego Padres,Los Angeles Dodgers,0,1
1402,St. Louis Cardinals,Milwaukee Brewers,10,2
1403,Miami Marlins,New York Mets,4,5
1404,Washington Nationals,Philadelphia Phillies,5,3
1405,Oakland Athletics,Seattle Mariners,2,6
1406,Arizona D'Backs,San Francisco Giants,2,0
1407,Toronto Blue Jays,Tampa Bay Rays,3,10
1408,LA Angels of Anaheim,Texas Rangers,5,2
1409,New York Yankees,Baltimore Orioles,1,3
1410,Atlanta Braves,Chicago Cubs,10,7
1411,Pittsburgh Pirates,Cincinnati Reds,3,6
1412,Chicago White Sox,Cleveland Indians,2,3
1413,Minnesota Twins,Colorado Rockies,13,5
1414,Boston Red Sox,Houston Astros,11,0
1415,Detroit Tigers,Kansas City Royals,2,5
1416,San Diego Padres,Los Angeles Dodgers,0,1
1417,St. Louis Cardinals,Milwaukee Brewers,2,11
1418,Miami Marlins,New York Mets,1,9
1419,Washington Nationals,Philadelphia Phillies,10,3
1420,Oakland Athletics,Seattle Mariners,4,1
1421,Arizona D'Backs,San Francisco Giants,4,8
1422,Toronto Blue Jays,Tampa Bay Rays,0,3
1423,LA Angels of Anaheim,Texas Rangers,10,7
1424,Seattle Mariners,LA Angels of Anaheim,2,3
1425,Chicago Cubs,Arizona D'Backs,4,5
1426,Philadelphia Phillies,Atlanta Braves,4,6
1427,Kansas City Royals,Boston Red Sox,4,5
1428,Houston Astros,Chicago White Sox,2,3
1429,Cleveland Indians,Detroit Tigers,9,3
1430,San Francisco Giants,Miami Marlins,9,1
1431,Tampa Bay Rays,Minnesota Twins,6,2
1432,Cincinnati Reds,New York Yankees,3,4
1433,Baltimore Orioles,Oakland Athletics,4,5
1434,Colorado Rockies,Pittsburgh Pirates,2,4
1435,New York Mets,San Diego Padres,5,4
1436,Los Angeles Dodgers,St. Louis Cardinals,2,3
1437,Texas Rangers,Toronto Blue Jays,5,1
1438,Milwaukee Brewers,Washington Nationals,4,2
1439,Seattle Mariners,LA Angels of Anaheim,3,2
1440,Chicago Cubs,Arizona D'Backs,3,9
1441,Philadelphia Phillies,Atlanta Braves,2,1
1442,Kansas City Royals,Boston Red Sox,1,2
1443,Houston Astros,Chicago White Sox,3,4
1444,Cleveland Indians,Detroit Tigers,6,2
1445,Cleveland Indians,Detroit Tigers,5,2
1446,San Francisco Giants,Miami Marlins,5,3
1447,Tampa Bay Rays,Minnesota Twins,5,1
1448,Cincinnati Reds,New York Yankees,1,7
1449,Baltimore Orioles,Oakland Athletics,8,4
1450,Colorado Rockies,Pittsburgh Pirates,2,3
1451,New York Mets,San Diego Padres,0,6
1452,Los Angeles Dodgers,St. Louis Cardinals,2,4
1453,Texas Rangers,Toronto Blue Jays,1,4
1454,Milwaukee Brewers,Washington Nationals,3,8
1455,Seattle Mariners,LA Angels of Anaheim,5,6
1456,Chicago Cubs,Arizona D'Backs,2,3
1457,Philadelphia Phillies,Atlanta Braves,2,8
1458,Kansas City Royals,Boston Red Sox,0,6
1459,Houston Astros,Chicago White Sox,11,7
1460,Cleveland Indians,Detroit Tigers,1,5
1461,San Francisco Giants,Miami Marlins,2,3
1462,Tampa Bay Rays,Minnesota Twins,5,3
1463,Cincinnati Reds,New York Yankees,2,3
1464,Baltimore Orioles,Oakland Athletics,2,10
1465,Colorado Rockies,Pittsburgh Pirates,3,5
1466,New York Mets,San Diego Padres,1,2
1467,Los Angeles Dodgers,St. Louis Cardinals,4,3
1468,Texas Rangers,Toronto Blue Jays,6,9
1469,Milwaukee Brewers,Washington Nationals,4,5
1470,Baltimore Orioles,LA Angels of Anaheim,4,2
1471,Detroit Tigers,Arizona D'Backs,4,3
1472,Miami Marlins,Atlanta Braves,3,1
1473,Kansas City Royals,Chicago White Sox,1,3
1474,Washington Nationals,Colorado Rockies,7,2
1475,Cincinnati Reds,Milwaukee Brewers,2,5
1476,Cleveland Indians,Minnesota Twins,3,4
1477,Texas Rangers,New York Yankees,4,2
1478,San Francisco Giants,Philadelphia Phillies,7,4
1479,Los Angeles Dodgers,Pittsburgh Pirates,5,2
1480,New York Mets,Seattle Mariners,2,5
1481,Boston Red Sox,Toronto Blue Jays,14,1
1482,Baltimore Orioles,LA Angels of Anaheim,4,2
1483,Detroit Tigers,Arizona D'Backs,4,5
1484,Miami Marlins,Atlanta Braves,6,5
1485,Kansas City Royals,Chicago White Sox,7,1
1486,San Diego Padres,Chicago Cubs,0,6
1487,Washington Nationals,Colorado Rockies,7,4
1488,Cincinnati Reds,Milwaukee Brewers,3,4
1489,Cleveland Indians,Minnesota Twins,8,2
1490,Texas Rangers,New York Yankees,1,2
1491,Houston Astros,Oakland Athletics,3,2
1492,San Francisco Giants,Philadelphia Phillies,9,6
1493,Los Angeles Dodgers,Pittsburgh Pirates,7,12
1494,New York Mets,Seattle Mariners,3,1
1495,Tampa Bay Rays,St. Louis Cardinals,7,2
1496,Boston Red Sox,Toronto Blue Jays,3,7
1497,Baltimore Orioles,LA Angels of Anaheim,2,3
1498,Detroit Tigers,Arizona D'Backs,11,5
1499,Miami Marlins,Atlanta Braves,1,6
1500,Kansas City Royals,Chicago White Sox,2,1
1501,San Diego Padres,Chicago Cubs,8,3
1502,Washington Nationals,Colorado Rockies,4,6
1503,Cincinnati Reds,Milwaukee Brewers,1,5
1504,Cleveland Indians,Minnesota Twins,1,3
1505,Texas Rangers,New York Yankees,1,2
1506,Houston Astros,Oakland Athletics,7,9
1507,San Francisco Giants,Philadelphia Phillies,3,1
1508,Los Angeles Dodgers,Pittsburgh Pirates,1,6
1509,New York Mets,Seattle Mariners,3,2
1510,Tampa Bay Rays,St. Louis Cardinals,3,0
1511,Boston Red Sox,Toronto Blue Jays,4,6
1512,Detroit Tigers,LA Angels of Anaheim,6,4
1513,Miami Marlins,Atlanta Braves,3,2
1514,San Diego Padres,Chicago Cubs,13,3
1515,Cleveland Indians,Kansas City Royals,1,2
1516,New York Mets,Milwaukee Brewers,1,9
1517,Chicago White Sox,Minnesota Twins,5,2
1518,Texas Rangers,New York Yankees,2,4
1519,Houston Astros,Oakland Athletics,1,13
1520,San Francisco Giants,Philadelphia Phillies,1,2
1521,Baltimore Orioles,Seattle Mariners,4,0
1522,Boston Red Sox,Toronto Blue Jays,0,8
1523,Detroit Tigers,LA Angels of Anaheim,1,2
1524,San Diego Padres,Atlanta Braves,5,2
1525,St. Louis Cardinals,Chicago Cubs,6,7
1526,Washington Nationals,Cincinnati Reds,4,1
1527,Pittsburgh Pirates,Colorado Rockies,1,8
1528,Miami Marlins,Houston Astros,2,0
1529,Cleveland Indians,Kansas City Royals,4,6
1530,New York Mets,Milwaukee Brewers,3,2
1531,Chicago White Sox,Minnesota Twins,9,5
1532,Toronto Blue Jays,New York Yankees,4,6
1533,Arizona D'Backs,Philadelphia Phillies,5,9
1534,Baltimore Orioles,Seattle Mariners,2,1
1535,Los Angeles Dodgers,San Francisco Giants,8,1
1536,Boston Red Sox,Tampa Bay Rays,4,6
1537,Oakland Athletics,Texas Rangers,1,4
1538,Detroit Tigers,LA Angels of Anaheim,0,4
1539,San Diego Padres,Atlanta Braves,3,5
1540,St. Louis Cardinals,Chicago Cubs,6,3
1541,Washington Nationals,Cincinnati Reds,0,1
1542,Pittsburgh Pirates,Colorado Rockies,1,8
1543,Miami Marlins,Houston Astros,7,3
1544,Cleveland Indians,Kansas City Royals,5,7
1545,New York Mets,Milwaukee Brewers,2,5
1546,Chicago White Sox,Minnesota Twins,7,0
1547,Toronto Blue Jays,New York Yankees,6,4
1548,Arizona D'Backs,Philadelphia Phillies,10,6
1549,Baltimore Orioles,Seattle Mariners,3,4
1550,Los Angeles Dodgers,San Francisco Giants,5,0
1551,Boston Red Sox,Tampa Bay Rays,0,3
1552,Oakland Athletics,Texas Rangers,5,1
1553,Detroit Tigers,LA Angels of Anaheim,1,2
1554,San Diego Padres,Atlanta Braves,3,8
1555,St. Louis Cardinals,Chicago Cubs,1,0
1556,Washington Nationals,Cincinnati Reds,4,2
1557,Pittsburgh Pirates,Colorado Rockies,7,5
1558,Miami Marlins,Houston Astros,4,2
1559,Cleveland Indians,Kansas City Royals,10,3
1560,New York Mets,Milwaukee Brewers,2,0
1561,Chicago White Sox,Minnesota Twins,3,4
1562,Toronto Blue Jays,New York Yankees,5,4
1563,Arizona D'Backs,Philadelphia Phillies,2,4
1564,Baltimore Orioles,Seattle Mariners,3,2
1565,Los Angeles Dodgers,San Francisco Giants,4,3
1566,Boston Red Sox,Tampa Bay Rays,3,2
1567,Oakland Athletics,Texas Rangers,9,3
1568,San Diego Padres,Atlanta Braves,0,2
1569,Toronto Blue Jays,Boston Red Sox,14,1
1570,Colorado Rockies,Chicago Cubs,1,4
1571,Arizona D'Backs,Cincinnati Reds,2,1
1572,Oakland Athletics,Houston Astros,3,7
1573,Washington Nationals,Miami Marlins,6,7
1574,Philadelphia Phillies,New York Mets,1,7
1575,Pittsburgh Pirates,San Francisco Giants,5,0
1576,Milwaukee Brewers,Tampa Bay Rays,1,2
1577,New York Yankees,Texas Rangers,2,4
1578,LA Angels of Anaheim,Baltimore Orioles,6,7
1579,Toronto Blue Jays,Boston Red Sox,4,2
1580,Colorado Rockies,Chicago Cubs,3,4
1581,Arizona D'Backs,Cincinnati Reds,0,3
1582,Seattle Mariners,Cleveland Indians,5,2
1583,Chicago White Sox,Detroit Tigers,11,4
1584,Oakland Athletics,Houston Astros,7,4
1585,Minnesota Twins,Kansas City Royals,2,1
1586,Atlanta Braves,Los Angeles Dodgers,4,8
1587,Washington Nationals,Miami Marlins,0,3
1588,Philadelphia Phillies,New York Mets,6,0
1589,St. Louis Cardinals,San Diego Padres,1,3
1590,Pittsburgh Pirates,San Francisco Giants,3,1
1591,Milwaukee Brewers,Tampa Bay Rays,1,5
1592,New York Yankees,Texas Rangers,12,11
1593,LA Angels of Anaheim,Baltimore Orioles,3,4
1594,Toronto Blue Jays,Boston Red Sox,6,1
1595,Colorado Rockies,Chicago Cubs,6,4
1596,Arizona D'Backs,Cincinnati Reds,5,4
1597,Seattle Mariners,Cleveland Indians,0,2
1598,Chicago White Sox,Detroit Tigers,2,7
1599,Oakland Athletics,Houston Astros,1,8
1600,Minnesota Twins,Kansas City Royals,2,3
1601,Atlanta Braves,Los Angeles Dodgers,2,3
1602,Washington Nationals,Miami Marlins,4,3
1603,Philadelphia Phillies,New York Mets,2,11
1604,St. Louis Cardinals,San Diego Padres,1,12
1605,Pittsburgh Pirates,San Francisco Giants,5,7
1606,Milwaukee Brewers,Tampa Bay Rays,5,0
1607,New York Yankees,Texas Rangers,2,3
1608,Pittsburgh Pirates,Arizona D'Backs,4,7
1609,LA Angels of Anaheim,Baltimore Orioles,1,0
1610,Colorado Rockies,Chicago Cubs,1,3
1611,Seattle Mariners,Cleveland Indians,6,5
1612,Chicago White Sox,Detroit Tigers,7,4
1613,Toronto Blue Jays,Houston Astros,6,5
1614,Minnesota Twins,Kansas City Royals,3,6
1615,Atlanta Braves,Los Angeles Dodgers,1,2
1616,Cincinnati Reds,Miami Marlins,3,1
1617,St. Louis Cardinals,San Diego Padres,6,2
1618,Philadelphia Phillies,Washington Nationals,10,4
1619,Pittsburgh Pirates,Arizona D'Backs,9,4
1620,Seattle Mariners,Baltimore Orioles,1,2
1621,New York Yankees,Boston Red Sox,3,4
1622,Minnesota Twins,Chicago White Sox,8,10
1623,Texas Rangers,Cleveland Indians,2,12
1624,Colorado Rockies,Detroit Tigers,2,4
1625,Toronto Blue Jays,Houston Astros,1,3
1626,Chicago Cubs,Los Angeles Dodgers,8,2
1627,Cincinnati Reds,Miami Marlins,5,2
1628,San Francisco Giants,New York Mets,5,1
1629,Kansas City Royals,Oakland Athletics,1,0
1630,Atlanta Braves,San Diego Padres,1,10
1631,Milwaukee Brewers,St. Louis Cardinals,7,4
1632,LA Angels of Anaheim,Tampa Bay Rays,5,3
1633,Philadelphia Phillies,Washington Nationals,2,1
1634,Pittsburgh Pirates,Arizona D'Backs,8,3
1635,Seattle Mariners,Baltimore Orioles,6,3
1636,New York Yankees,Boston Red Sox,6,4
1637,Minnesota Twins,Chicago White Sox,8,6
1638,Texas Rangers,Cleveland Indians,0,2
1639,Colorado Rockies,Detroit Tigers,5,11
1640,Toronto Blue Jays,Houston Astros,2,8
1641,Chicago Cubs,Los Angeles Dodgers,2,5
1642,Cincinnati Reds,Miami Marlins,1,2
1643,San Francisco Giants,New York Mets,2,4
1644,Kansas City Royals,Oakland Athletics,3,8
1645,Atlanta Braves,San Diego Padres,2,3
1646,Milwaukee Brewers,St. Louis Cardinals,7,9
1647,LA Angels of Anaheim,Tampa Bay Rays,3,10
1648,Philadelphia Phillies,Washington Nationals,0,11
1649,Pittsburgh Pirates,Arizona D'Backs,2,3
1650,Seattle Mariners,Baltimore Orioles,0,1
1651,New York Yankees,Boston Red Sox,8,7
1652,Minnesota Twins,Chicago White Sox,16,3
1653,Texas Rangers,Cleveland Indians,3,4
1654,Colorado Rockies,Detroit Tigers,0,4
1655,Toronto Blue Jays,Houston Astros,1,6
1656,Chicago Cubs,Los Angeles Dodgers,7,3
1657,Cincinnati Reds,Miami Marlins,7,3
1658,San Francisco Giants,New York Mets,9,0
1659,Kansas City Royals,Oakland Athletics,4,2
1660,Atlanta Braves,San Diego Padres,3,4
