,Home Team,Away Team,Home Team Score,Away Team Score
1129,Chicago Cubs,Cincinnati Reds,2,11
1130,Detroit Tigers,Cleveland Indians,1,4
1131,Miami Marlins,Colorado Rockies,6,2
1132,Kansas City Royals,Houston Astros,3,4
1133,St. Louis Cardinals,Milwaukee Brewers,3,2
1134,Texas Rangers,Minnesota Twins,9,6
1135,Los Angeles Dodgers,New York Mets,8,3
1136,Arizona D'Backs,Pittsburgh Pirates,7,2
1137,San Diego Padres,San Francisco Giants,3,5
1138,New York Yankees,Tampa Bay Rays,0,4
1139,Philadelphia Phillies,Washington Nationals,5,3
1140,Toronto Blue Jays,Los Angeles Angels,7,6
1141,Baltimore Orioles,Atlanta Braves,3,7
1142,Seattle Mariners,Boston Red Sox,0,5
1143,Oakland Athletics,Chicago White Sox,3,10
1144,Chicago Cubs,Cincinnati Reds,6,8
1145,Detroit Tigers,Cleveland Indians,2,12
1146,Miami Marlins,Colorado Rockies,8,5
1147,Kansas City Royals,Houston Astros,3,11
1148,St. Louis Cardinals,Milwaukee Brewers,8,2
1149,Texas Rangers,Minnesota Twins,0,2
1150,Los Angeles Dodgers,New York Mets,8,7
1151,Arizona D'Backs,Pittsburgh Pirates,3,0
1152,San Diego Padres,San Francisco Giants,2,3
1153,New York Yankees,Tampa Bay Rays,6,7
1154,Philadelphia Phillies,Washington Nationals,6,8
1155,Cincinnati Reds,Atlanta Braves,4,5
1156,Seattle Mariners,Baltimore Orioles,5,3
1157,Oakland Athletics,Detroit Tigers,5,4
1158,Toronto Blue Jays,Houston Astros,6,3
1159,Los Angeles Angels,Kansas City Royals,0,2
1160,Chicago Cubs,Los Angeles Dodgers,1,2
1161,Arizona D'Backs,Miami Marlins,5,9
1162,Pittsburgh Pirates,New York Mets,6,4
1163,New York Yankees,Philadelphia Phillies,4,2
1164,Cleveland Indians,St. Louis Cardinals,0,4
1165,Washington Nationals,Tampa Bay Rays,0,11
1166,San Diego Padres,Texas Rangers,4,7
1167,Cincinnati Reds,Atlanta Braves,5,3
1168,Seattle Mariners,Baltimore Orioles,3,2
1169,Los Angeles Angels,Boston Red Sox,1,9
1170,Minnesota Twins,Chicago White Sox,4,8
1171,Oakland Athletics,Detroit Tigers,9,7
1172,Toronto Blue Jays,Houston Astros,0,7
1173,Chicago Cubs,Los Angeles Dodgers,9,4
1174,Arizona D'Backs,Miami Marlins,5,3
1175,Kansas City Royals,Milwaukee Brewers,1,5
1176,Pittsburgh Pirates,New York Mets,3,4
1177,New York Yankees,Philadelphia Phillies,6,0
1178,Colorado Rockies,San Francisco Giants,2,3
1179,Cleveland Indians,St. Louis Cardinals,2,11
1180,Washington Nationals,Tampa Bay Rays,0,1
1181,San Diego Padres,Texas Rangers,3,2
1182,Cincinnati Reds,Atlanta Braves,6,5
1183,Seattle Mariners,Baltimore Orioles,8,7
1184,Los Angeles Angels,Boston Red Sox,6,9
1185,Minnesota Twins,Chicago White Sox,1,6
1186,Oakland Athletics,Detroit Tigers,3,0
1187,Toronto Blue Jays,Houston Astros,6,7
1188,Chicago Cubs,Los Angeles Dodgers,5,7
1189,Arizona D'Backs,Miami Marlins,2,1
1190,Kansas City Royals,Milwaukee Brewers,5,4
1191,Pittsburgh Pirates,New York Mets,5,3
1192,New York Yankees,Philadelphia Phillies,0,3
1193,Colorado Rockies,San Francisco Giants,0,1
1194,Cleveland Indians,St. Louis Cardinals,5,1
1195,San Diego Padres,Texas Rangers,2,5
1196,Seattle Mariners,Baltimore Orioles,4,2
1197,Los Angeles Angels,Boston Red Sox,2,4
1198,Minnesota Twins,Chicago White Sox,2,1
1199,Milwaukee Brewers,Cincinnati Reds,6,4
1200,Oakland Athletics,Detroit Tigers,4,2
1201,Chicago Cubs,Los Angeles Dodgers,11,5
1202,Arizona D'Backs,Miami Marlins,4,0
1203,Washington Nationals,Philadelphia Phillies,3,4
1204,Colorado Rockies,San Francisco Giants,9,8
1205,Houston Astros,Tampa Bay Rays,1,0
1206,San Francisco Giants,Arizona D'Backs,2,1
1207,Los Angeles Angels,Baltimore Orioles,7,1
1208,Minnesota Twins,Chicago Cubs,6,10
1209,Milwaukee Brewers,Cincinnati Reds,8,2
1210,Colorado Rockies,Los Angeles Dodgers,3,1
1211,New York Mets,Miami Marlins,2,8
1212,Boston Red Sox,New York Yankees,1,8
1213,Cleveland Indians,Oakland Athletics,1,3
1214,Washington Nationals,Philadelphia Phillies,17,7
1215,Pittsburgh Pirates,San Diego Padres,6,3
1216,Kansas City Royals,Seattle Mariners,1,4
1217,Atlanta Braves,St. Louis Cardinals,5,1
1218,Houston Astros,Tampa Bay Rays,2,3
1219,Chicago White Sox,Texas Rangers,3,11
1220,Detroit Tigers,Toronto Blue Jays,2,3
1221,San Francisco Giants,Arizona D'Backs,7,0
1222,Los Angeles Angels,Baltimore Orioles,6,2
1223,Minnesota Twins,Chicago Cubs,9,14
1224,Milwaukee Brewers,Cincinnati Reds,3,12
1225,Colorado Rockies,Los Angeles Dodgers,3,1
1226,New York Mets,Miami Marlins,2,5
1227,Boston Red Sox,New York Yankees,11,0
1228,Cleveland Indians,Oakland Athletics,2,7
1229,Washington Nationals,Philadelphia Phillies,2,3
1230,Pittsburgh Pirates,San Diego Padres,3,4
1231,Kansas City Royals,Seattle Mariners,4,6
1232,Atlanta Braves,St. Louis Cardinals,11,4
1233,Houston Astros,Tampa Bay Rays,2,5
1234,Chicago White Sox,Texas Rangers,4,13
1235,Detroit Tigers,Toronto Blue Jays,3,4
1236,San Francisco Giants,Arizona D'Backs,9,6
1237,Los Angeles Angels,Baltimore Orioles,2,8
1238,Minnesota Twins,Chicago Cubs,10,11
1239,Milwaukee Brewers,Cincinnati Reds,2,8
1240,Colorado Rockies,Los Angeles Dodgers,4,6
1241,New York Mets,Miami Marlins,5,2
1242,Boston Red Sox,New York Yankees,1,11
1243,Cleveland Indians,Oakland Athletics,15,3
1244,Washington Nationals,Philadelphia Phillies,3,4
1245,Pittsburgh Pirates,San Diego Padres,7,5
1246,Kansas City Royals,Seattle Mariners,0,1
1247,Atlanta Braves,St. Louis Cardinals,6,5
1248,Houston Astros,Tampa Bay Rays,2,3
1249,Chicago White Sox,Texas Rangers,10,5
1250,Detroit Tigers,Toronto Blue Jays,9,1
1251,St. Louis Cardinals,Arizona D'Backs,6,3
1252,Chicago White Sox,Cincinnati Reds,3,5
1253,San Francisco Giants,Colorado Rockies,2,5
1254,Cleveland Indians,Kansas City Royals,9,3
1255,Pittsburgh Pirates,Los Angeles Dodgers,1,17
1256,Tampa Bay Rays,Miami Marlins,2,3
1257,Minnesota Twins,Milwaukee Brewers,5,6
1258,Atlanta Braves,New York Yankees,5,3
1259,Detroit Tigers,Toronto Blue Jays,3,2
1260,Boston Red Sox,Washington Nationals,4,3
1261,St. Louis Cardinals,Arizona D'Backs,2,4
1262,Detroit Tigers,Chicago Cubs,3,5
1263,Chicago White Sox,Cincinnati Reds,12,8
1264,San Francisco Giants,Colorado Rockies,1,8
1265,Cleveland Indians,Kansas City Royals,6,4
1266,Pittsburgh Pirates,Los Angeles Dodgers,3,8
1267,Tampa Bay Rays,Miami Marlins,9,6
1268,Minnesota Twins,Milwaukee Brewers,0,2
1269,Atlanta Braves,New York Yankees,5,8
1270,San Diego Padres,Oakland Athletics,2,6
1271,Baltimore Orioles,Philadelphia Phillies,2,3
1272,Los Angeles Angels,Seattle Mariners,1,4
1273,Houston Astros,Texas Rangers,5,3
1274,New York Mets,Toronto Blue Jays,6,8
1275,Boston Red Sox,Washington Nationals,11,4
1276,St. Louis Cardinals,Arizona D'Backs,8,4
1277,Detroit Tigers,Chicago Cubs,2,5
1278,Chicago White Sox,Cincinnati Reds,4,7
1279,San Francisco Giants,Colorado Rockies,0,1
1280,Cleveland Indians,Kansas City Royals,3,2
1281,Pittsburgh Pirates,Los Angeles Dodgers,4,6
1282,Tampa Bay Rays,Miami Marlins,0,3
1283,Minnesota Twins,Milwaukee Brewers,2,3
1284,Atlanta Braves,New York Yankees,2,6
1285,San Diego Padres,Oakland Athletics,2,4
1286,Baltimore Orioles,Philadelphia Phillies,1,4
1287,Los Angeles Angels,Seattle Mariners,7,4
1288,Houston Astros,Texas Rangers,5,4
1289,New York Mets,Toronto Blue Jays,6,3
1290,Boston Red Sox,Washington Nationals,3,0
1291,San Diego Padres,Arizona D'Backs,6,3
1292,Texas Rangers,Detroit Tigers,7,5
1293,Chicago White Sox,Houston Astros,3,4
1294,Atlanta Braves,Milwaukee Brewers,2,7
1295,Baltimore Orioles,Minnesota Twins,2,5
1296,Los Angeles Angels,Seattle Mariners,1,4
1297,St. Louis Cardinals,San Francisco Giants,11,2
1298,Miami Marlins,Washington Nationals,12,14
1299,Los Angeles Dodgers,Los Angeles Angels,2,3
1300,San Diego Padres,Arizona D'Backs,1,3
1301,Cincinnati Reds,Chicago Cubs,3,2
1302,Oakland Athletics,Cleveland Indians,4,10
1303,Texas Rangers,Detroit Tigers,1,3
1304,Chicago White Sox,Houston Astros,4,11
1305,Boston Red Sox,Kansas City Royals,10,5
1306,Atlanta Braves,Milwaukee Brewers,4,5
1307,Baltimore Orioles,Minnesota Twins,2,6
1308,Tampa Bay Rays,New York Mets,1,5
1309,Philadelphia Phillies,Pittsburgh Pirates,17,5
1310,Colorado Rockies,Seattle Mariners,7,1
1311,St. Louis Cardinals,San Francisco Giants,2,3
1312,New York Yankees,Toronto Blue Jays,2,6
1313,Miami Marlins,Washington Nationals,2,3
1314,Los Angeles Dodgers,Los Angeles Angels,3,1
1315,San Diego Padres,Arizona D'Backs,5,20
1316,Cincinnati Reds,Chicago Cubs,7,8
1317,Oakland Athletics,Cleveland Indians,6,3
1318,Texas Rangers,Detroit Tigers,2,7
1319,Chicago White Sox,Houston Astros,6,12
1320,Boston Red Sox,Kansas City Royals,15,4
1321,Atlanta Braves,Milwaukee Brewers,5,1
1322,Baltimore Orioles,Minnesota Twins,4,5
1323,Tampa Bay Rays,New York Mets,3,0
1324,Philadelphia Phillies,Pittsburgh Pirates,3,2
1325,Colorado Rockies,Seattle Mariners,5,1
1326,St. Louis Cardinals,San Francisco Giants,3,2
1327,New York Yankees,Toronto Blue Jays,8,5
1328,Miami Marlins,Washington Nationals,4,18
1329,Los Angeles Dodgers,Los Angeles Angels,3,4
1330,San Diego Padres,Arizona D'Backs,4,3
1331,Cincinnati Reds,Chicago Cubs,5,6
1332,Oakland Athletics,Cleveland Indians,6,0
1333,Texas Rangers,Detroit Tigers,3,0
1334,Chicago White Sox,Houston Astros,1,2
1335,Boston Red Sox,Kansas City Royals,7,4
1336,Atlanta Braves,Milwaukee Brewers,3,10
1337,Baltimore Orioles,Minnesota Twins,1,10
1338,Tampa Bay Rays,New York Mets,9,0
1339,Philadelphia Phillies,Pittsburgh Pirates,1,4
1340,Colorado Rockies,Seattle Mariners,4,6
1341,St. Louis Cardinals,San Francisco Giants,8,13
1342,New York Yankees,Toronto Blue Jays,2,1
1343,Miami Marlins,Washington Nationals,10,2
1344,New York Yankees,Baltimore Orioles,4,5
1345,New York Yankees,Baltimore Orioles,10,2
1346,Texas Rangers,Boston Red Sox,0,5
1347,Cincinnati Reds,Cleveland Indians,7,5
1348,Oakland Athletics,Houston Astros,2,0
1349,Milwaukee Brewers,Miami Marlins,3,4
1350,Kansas City Royals,Minnesota Twins,1,3
1351,Philadelphia Phillies,New York Mets,3,4
1352,Philadelphia Phillies,New York Mets,3,1
1353,Washington Nationals,Pittsburgh Pirates,3,6
1354,Los Angeles Dodgers,San Diego Padres,8,2
1355,Chicago Cubs,San Francisco Giants,1,2
1356,Detroit Tigers,Tampa Bay Rays,9,10
1357,Seattle Mariners,Los Angeles Angels,3,9
1358,Toronto Blue Jays,Atlanta Braves,6,2
1359,New York Yankees,Baltimore Orioles,5,6
1360,Texas Rangers,Boston Red Sox,4,8
1361,St. Louis Cardinals,Chicago White Sox,14,2
1362,Cincinnati Reds,Cleveland Indians,7,4
1363,Arizona D'Backs,Colorado Rockies,5,3
1364,Oakland Athletics,Houston Astros,5,6
1365,Milwaukee Brewers,Miami Marlins,8,4
1366,Kansas City Royals,Minnesota Twins,9,4
1367,Philadelphia Phillies,New York Mets,7,3
1368,Washington Nationals,Pittsburgh Pirates,5,1
1369,Los Angeles Dodgers,San Diego Padres,1,4
1370,Chicago Cubs,San Francisco Giants,2,0
1371,Detroit Tigers,Tampa Bay Rays,2,5
1372,Seattle Mariners,Los Angeles Angels,3,0
1373,Toronto Blue Jays,Atlanta Braves,5,9
1374,New York Yankees,Baltimore Orioles,9,0
1375,Texas Rangers,Boston Red Sox,2,4
1376,St. Louis Cardinals,Chicago White Sox,0,4
1377,Cincinnati Reds,Cleveland Indians,4,19
1378,Arizona D'Backs,Colorado Rockies,2,19
1379,Oakland Athletics,Houston Astros,8,3
1380,Milwaukee Brewers,Miami Marlins,4,5
1381,Kansas City Royals,Minnesota Twins,5,8
1382,Philadelphia Phillies,New York Mets,0,3
1383,Washington Nationals,Pittsburgh Pirates,0,2
1384,Los Angeles Dodgers,San Diego Padres,4,2
1385,Chicago Cubs,San Francisco Giants,4,5
1386,Detroit Tigers,Tampa Bay Rays,2,4
1387,Seattle Mariners,Los Angeles Angels,2,11
1388,Philadelphia Phillies,Baltimore Orioles,5,4
1389,Toronto Blue Jays,Boston Red Sox,4,6
1390,New York Yankees,Cleveland Indians,7,4
1391,Arizona D'Backs,Colorado Rockies,1,5
1392,Oakland Athletics,Houston Astros,6,4
1393,Tampa Bay Rays,Minnesota Twins,1,5
1394,Washington Nationals,New York Mets,5,4
1395,Milwaukee Brewers,Pittsburgh Pirates,3,6
1396,Los Angeles Dodgers,San Diego Padres,3,2
1397,Arizona D'Backs,Atlanta Braves,2,1
1398,Texas Rangers,Baltimore Orioles,5,4
1399,Toronto Blue Jays,Boston Red Sox,13,7
1400,Kansas City Royals,Chicago White Sox,6,9
1401,New York Yankees,Cleveland Indians,5,6
1402,Seattle Mariners,Colorado Rockies,7,10
1403,Detroit Tigers,Houston Astros,0,3
1404,Los Angeles Angels,Los Angeles Dodgers,2,3
1405,Philadelphia Phillies,Miami Marlins,2,0
1406,Tampa Bay Rays,Minnesota Twins,8,11
1407,Washington Nationals,New York Mets,2,4
1408,Milwaukee Brewers,Pittsburgh Pirates,3,7
1409,Chicago Cubs,San Diego Padres,5,4
1410,Oakland Athletics,San Francisco Giants,1,7
1411,Cincinnati Reds,St. Louis Cardinals,9,1
1412,Arizona D'Backs,Atlanta Braves,3,0
1413,Texas Rangers,Baltimore Orioles,0,1
1414,Toronto Blue Jays,Boston Red Sox,2,6
1415,Kansas City Royals,Chicago White Sox,5,0
1416,New York Yankees,Cleveland Indians,5,4
1417,Seattle Mariners,Colorado Rockies,1,4
1418,Detroit Tigers,Houston Astros,1,9
1419,Los Angeles Angels,Los Angeles Dodgers,5,4
1420,Philadelphia Phillies,Miami Marlins,0,2
1421,Tampa Bay Rays,Minnesota Twins,19,6
1422,Washington Nationals,New York Mets,4,7
1423,Milwaukee Brewers,Pittsburgh Pirates,1,2
1424,Milwaukee Brewers,Pittsburgh Pirates,2,6
1425,Chicago Cubs,San Diego Padres,11,6
1426,Oakland Athletics,San Francisco Giants,4,3
1427,Cincinnati Reds,St. Louis Cardinals,8,2
1428,Arizona D'Backs,Atlanta Braves,1,5
1429,Texas Rangers,Baltimore Orioles,5,6
1430,Toronto Blue Jays,Boston Red Sox,2,5
1431,Kansas City Royals,Chicago White Sox,1,10
1432,New York Yankees,Cleveland Indians,2,5
1433,Seattle Mariners,Colorado Rockies,3,4
1434,Detroit Tigers,Houston Astros,6,3
1435,Los Angeles Angels,Los Angeles Dodgers,3,5
1436,Philadelphia Phillies,Miami Marlins,5,10
1437,Tampa Bay Rays,Minnesota Twins,7,11
1438,Washington Nationals,New York Mets,6,1
1439,Milwaukee Brewers,Pittsburgh Pirates,6,7
1440,Chicago Cubs,San Diego Padres,7,4
1441,Oakland Athletics,San Francisco Giants,6,2
1442,Cincinnati Reds,St. Louis Cardinals,4,6
1443,St. Louis Cardinals,Chicago Cubs,6,9
1444,Houston Astros,Los Angeles Angels,3,1
1445,Colorado Rockies,Arizona D'Backs,11,10
1446,St. Louis Cardinals,Chicago Cubs,18,5
1447,Pittsburgh Pirates,Cincinnati Reds,12,1
1448,Boston Red Sox,Detroit Tigers,1,0
1449,Minnesota Twins,Kansas City Royals,5,6
1450,Los Angeles Dodgers,Milwaukee Brewers,6,4
1451,New York Mets,New York Yankees,7,5
1452,San Francisco Giants,Oakland Athletics,5,1
1453,San Diego Padres,Philadelphia Phillies,5,11
1454,Chicago White Sox,Seattle Mariners,1,3
1455,Miami Marlins,Tampa Bay Rays,6,5
1456,Cleveland Indians,Texas Rangers,9,8
1457,Baltimore Orioles,Toronto Blue Jays,7,8
1458,Atlanta Braves,Washington Nationals,8,5
1459,Houston Astros,Los Angeles Angels,7,0
1460,Colorado Rockies,Arizona D'Backs,6,5
1461,St. Louis Cardinals,Chicago Cubs,2,7
1462,St. Louis Cardinals,Chicago Cubs,6,3
1463,Pittsburgh Pirates,Cincinnati Reds,6,2
1464,Boston Red Sox,Detroit Tigers,0,5
1465,Minnesota Twins,Kansas City Royals,2,4
1466,Los Angeles Dodgers,Milwaukee Brewers,2,4
1467,New York Mets,New York Yankees,6,7
1468,San Francisco Giants,Oakland Athletics,3,4
1469,Chicago White Sox,Seattle Mariners,5,0
1470,Miami Marlins,Tampa Bay Rays,3,2
1471,Cleveland Indians,Texas Rangers,16,3
1472,Baltimore Orioles,Toronto Blue Jays,1,4
1473,Houston Astros,Los Angeles Angels,5,14
1474,Colorado Rockies,Arizona D'Backs,1,6
1475,St. Louis Cardinals,Chicago Cubs,2,7
1476,Pittsburgh Pirates,Cincinnati Reds,9,2
1477,Boston Red Sox,Detroit Tigers,9,1
1478,Minnesota Twins,Kansas City Royals,3,5
1479,Los Angeles Dodgers,Milwaukee Brewers,11,2
1480,San Francisco Giants,Oakland Athletics,5,6
1481,San Diego Padres,Philadelphia Phillies,10,2
1482,San Diego Padres,Philadelphia Phillies,0,5
1483,Chicago White Sox,Seattle Mariners,2,8
1484,Miami Marlins,Tampa Bay Rays,4,6
1485,Cleveland Indians,Texas Rangers,0,5
1486,Baltimore Orioles,Toronto Blue Jays,4,5
1487,Atlanta Braves,Washington Nationals,2,6
1488,Chicago White Sox,Los Angeles Angels,5,3
1489,Boston Red Sox,Baltimore Orioles,5,3
1490,Arizona D'Backs,Chicago Cubs,7,1
1491,St. Louis Cardinals,Cincinnati Reds,1,2
1492,Pittsburgh Pirates,Cleveland Indians,7,0
1493,Detroit Tigers,Kansas City Royals,5,4
1494,Atlanta Braves,Miami Marlins,12,1
1495,Washington Nationals,Milwaukee Brewers,1,6
1496,San Diego Padres,New York Mets,3,2
1497,Los Angeles Dodgers,Philadelphia Phillies,7,6
1498,New York Yankees,Tampa Bay Rays,6,7
1499,Oakland Athletics,Texas Rangers,15,3
1500,Minnesota Twins,Toronto Blue Jays,8,3
1501,Chicago White Sox,Los Angeles Angels,4,2
1502,Boston Red Sox,Baltimore Orioles,6,7
1503,Arizona D'Backs,Chicago Cubs,5,1
1504,St. Louis Cardinals,Cincinnati Reds,4,2
1505,Pittsburgh Pirates,Cleveland Indians,9,4
1506,Houston Astros,Colorado Rockies,8,2
1507,Detroit Tigers,Kansas City Royals,4,5
1508,Atlanta Braves,Miami Marlins,3,9
1509,Washington Nationals,Milwaukee Brewers,4,5
1510,San Diego Padres,New York Mets,3,6
1511,Los Angeles Dodgers,Philadelphia Phillies,4,7
1512,San Francisco Giants,Seattle Mariners,4,3
1513,New York Yankees,Tampa Bay Rays,4,0
1514,Oakland Athletics,Texas Rangers,13,10
1515,Minnesota Twins,Toronto Blue Jays,5,0
1516,Chicago White Sox,Los Angeles Angels,3,11
1517,Arizona D'Backs,Chicago Cubs,1,2
1518,St. Louis Cardinals,Cincinnati Reds,3,7
1519,Pittsburgh Pirates,Cleveland Indians,0,4
1520,Houston Astros,Colorado Rockies,2,3
1521,Detroit Tigers,Kansas City Royals,8,4
1522,Washington Nationals,Milwaukee Brewers,7,3
1523,San Diego Padres,New York Mets,4,6
1524,Los Angeles Dodgers,Philadelphia Phillies,3,7
1525,San Francisco Giants,Seattle Mariners,2,3
1526,New York Yankees,Tampa Bay Rays,2,3
1527,Oakland Athletics,Texas Rangers,6,5
1528,Minnesota Twins,Toronto Blue Jays,12,6
1529,Chicago White Sox,Los Angeles Angels,8,12
1530,Los Angeles Dodgers,Atlanta Braves,8,2
1531,Tampa Bay Rays,Baltimore Orioles,4,3
1532,Minnesota Twins,Boston Red Sox,2,1
1533,Arizona D'Backs,Chicago Cubs,6,7
1534,Philadelphia Phillies,Cincinnati Reds,9,4
1535,Washington Nationals,Miami Marlins,10,3
1536,Kansas City Royals,New York Yankees,2,7
1537,New York Mets,Pittsburgh Pirates,12,6
1538,Milwaukee Brewers,San Francisco Giants,7,5
1539,Oakland Athletics,Texas Rangers,7,6
1540,Seattle Mariners,Los Angeles Angels,3,4
1541,Los Angeles Dodgers,Atlanta Braves,4,1
1542,Tampa Bay Rays,Baltimore Orioles,5,15
1543,Minnesota Twins,Boston Red Sox,3,4
1544,Toronto Blue Jays,Chicago White Sox,10,5
1545,Philadelphia Phillies,Cincinnati Reds,4,6
1546,Oakland Athletics,Colorado Rockies,1,3
1547,Cleveland Indians,Detroit Tigers,8,3
1548,Texas Rangers,Houston Astros,11,2
1549,Washington Nationals,Miami Marlins,9,1
1550,New York Mets,Pittsburgh Pirates,4,5
1551,Arizona D'Backs,San Diego Padres,6,2
1552,Milwaukee Brewers,San Francisco Giants,3,1
1553,Chicago Cubs,St. Louis Cardinals,2,5
1554,Seattle Mariners,Los Angeles Angels,5,11
1555,Los Angeles Dodgers,Atlanta Braves,5,1
1556,Tampa Bay Rays,Baltimore Orioles,2,11
1557,Minnesota Twins,Boston Red Sox,4,10
1558,Toronto Blue Jays,Chicago White Sox,5,9
1559,Philadelphia Phillies,Cincinnati Reds,2,6
1560,Oakland Athletics,Colorado Rockies,1,4
1561,Cleveland Indians,Detroit Tigers,1,2
1562,Texas Rangers,Houston Astros,7,3
1563,Washington Nationals,Miami Marlins,1,2
1564,Kansas City Royals,New York Yankees,10,5
1565,Kansas City Royals,New York Yankees,4,5
1566,New York Mets,Pittsburgh Pirates,0,5
1567,Arizona D'Backs,San Diego Padres,9,4
1568,Milwaukee Brewers,San Francisco Giants,7,1
1569,Chicago Cubs,St. Louis Cardinals,2,6
1570,Seattle Mariners,Los Angeles Angels,8,5
1571,Los Angeles Dodgers,Atlanta Braves,1,4
1572,Tampa Bay Rays,Baltimore Orioles,5,11
1573,Minnesota Twins,Boston Red Sox,0,3
1574,Toronto Blue Jays,Chicago White Sox,7,4
1575,Philadelphia Phillies,Cincinnati Reds,0,4
1576,Oakland Athletics,Colorado Rockies,2,3
1577,Cleveland Indians,Detroit Tigers,8,1
1578,Texas Rangers,Houston Astros,4,3
1579,Washington Nationals,Miami Marlins,0,5
1580,Kansas City Royals,New York Yankees,3,6
1581,New York Mets,Pittsburgh Pirates,1,0
1582,Arizona D'Backs,San Diego Padres,5,4
1583,Milwaukee Brewers,San Francisco Giants,5,8
1584,Chicago Cubs,St. Louis Cardinals,5,2
1585,Texas Rangers,Arizona D'Backs,9,5
1586,Miami Marlins,Atlanta Braves,3,5
1587,Philadelphia Phillies,Boston Red Sox,1,2
1588,Milwaukee Brewers,Los Angeles Dodgers,5,2
1589,Cleveland Indians,Minnesota Twins,4,5
1590,Toronto Blue Jays,Oakland Athletics,1,10
1591,San Francisco Giants,San Diego Padres,5,3
1592,Houston Astros,Seattle Mariners,0,2
1593,Colorado Rockies,St. Louis Cardinals,4,5
1594,Texas Rangers,Arizona D'Backs,0,6
1595,Miami Marlins,Atlanta Braves,6,11
1596,Philadelphia Phillies,Boston Red Sox,3,1
1597,Kansas City Royals,Chicago White Sox,4,2
1598,Cincinnati Reds,Detroit Tigers,1,2
1599,Milwaukee Brewers,Los Angeles Dodgers,1,0
1600,Cleveland Indians,Minnesota Twins,6,2
1601,Baltimore Orioles,New York Yankees,3,6
1602,Toronto Blue Jays,Oakland Athletics,2,6
1603,Chicago Cubs,Pittsburgh Pirates,4,5
1604,San Francisco Giants,San Diego Padres,3,2
1605,Houston Astros,Seattle Mariners,5,2
1606,Colorado Rockies,St. Louis Cardinals,6,3
1607,Los Angeles Angels,Tampa Bay Rays,6,10
1608,New York Mets,Washington Nationals,4,25
1609,Kansas City Royals,Chicago White Sox,10,5
1610,Cincinnati Reds,Detroit Tigers,4,7
1611,Milwaukee Brewers,Los Angeles Dodgers,4,6
1612,Cleveland Indians,Minnesota Twins,2,0
1613,Baltimore Orioles,New York Yankees,7,5
1614,Toronto Blue Jays,Oakland Athletics,3,8
1615,Chicago Cubs,Pittsburgh Pirates,9,2
1616,Houston Astros,Seattle Mariners,8,3
1617,Colorado Rockies,St. Louis Cardinals,3,6
1618,Los Angeles Angels,Tampa Bay Rays,2,7
1619,New York Mets,Washington Nationals,3,5
1620,San Francisco Giants,Arizona D'Backs,8,1
1621,New York Yankees,Boston Red Sox,7,15
1622,Kansas City Royals,Chicago White Sox,4,6
1623,San Diego Padres,Chicago Cubs,6,1
1624,Milwaukee Brewers,Los Angeles Dodgers,5,21
1625,Atlanta Braves,New York Mets,4,2
1626,Miami Marlins,Philadelphia Phillies,2,5
1627,Toronto Blue Jays,Seattle Mariners,7,3
1628,Colorado Rockies,St. Louis Cardinals,2,3
1629,Los Angeles Angels,Tampa Bay Rays,2,4
1630,Baltimore Orioles,Texas Rangers,8,17
1631,Cincinnati Reds,Washington Nationals,4,10
1632,San Francisco Giants,Arizona D'Backs,3,6
1633,New York Yankees,Boston Red Sox,1,4
1634,San Diego Padres,Chicago Cubs,4,5
1635,Los Angeles Angels,Cleveland Indians,7,4
1636,Houston Astros,Los Angeles Dodgers,2,1
1637,Colorado Rockies,Milwaukee Brewers,3,5
1638,Kansas City Royals,Minnesota Twins,4,6
1639,Atlanta Braves,New York Mets,2,1
1640,Detroit Tigers,Oakland Athletics,0,1
1641,Miami Marlins,Philadelphia Phillies,1,5
1642,St. Louis Cardinals,Pittsburgh Pirates,6,7
1643,Toronto Blue Jays,Seattle Mariners,7,2
1644,Chicago White Sox,Tampa Bay Rays,3,2
1645,Baltimore Orioles,Texas Rangers,3,11
1646,San Francisco Giants,Arizona D'Backs,3,9
1647,New York Yankees,Boston Red Sox,1,4
1648,San Diego Padres,Chicago Cubs,4,5
1649,Los Angeles Angels,Cleveland Indians,0,3
1650,Houston Astros,Los Angeles Dodgers,14,0
1651,Colorado Rockies,Milwaukee Brewers,4,8
1652,Kansas City Royals,Minnesota Twins,2,8
1653,Atlanta Braves,New York Mets,0,3
1654,Detroit Tigers,Oakland Athletics,1,2
1655,Miami Marlins,Philadelphia Phillies,3,8
1656,St. Louis Cardinals,Pittsburgh Pirates,8,4
1657,Toronto Blue Jays,Seattle Mariners,5,1
1658,Chicago White Sox,Tampa Bay Rays,2,1
1659,Baltimore Orioles,Texas Rangers,1,3
1660,Cincinnati Reds,Washington Nationals,7,1
1661,Cincinnati Reds,Washington Nationals,2,6
1662,San Francisco Giants,Arizona D'Backs,3,2
1663,New York Yankees,Boston Red Sox,4,5
1664,San Diego Padres,Chicago Cubs,10,6
1665,Los Angeles Angels,Cleveland Indians,3,4
1666,Houston Astros,Los Angeles Dodgers,2,3
1667,Colorado Rockies,Milwaukee Brewers,5,4
1668,Kansas City Royals,Minnesota Twins,5,6
1669,Atlanta Braves,New York Mets,5,4
1670,Detroit Tigers,Oakland Athletics,0,6
1671,Miami Marlins,Philadelphia Phillies,3,5
1672,St. Louis Cardinals,Pittsburgh Pirates,2,1
1673,Toronto Blue Jays,Seattle Mariners,3,6
